"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","block_id","shape_id","wheelchair_accessible","bikes_allowed","trip_note","route_direction"
"SMNW_M","105-06.200522.16","105-06.200522.16.0757","Chatswood","105-06","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-06.210522.32","105-06.210522.32.0755","Chatswood","105-06","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-06.220522.64","105-06.220522.64.0755","Chatswood","105-06","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-06.230522.15","105-06.230522.15.0757","Chatswood","105-06","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-06.270522.16","105-06.270522.16.0757","Chatswood","105-06","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-06.280522.32","105-06.280522.32.0755","Chatswood","105-06","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-06.290522.64","105-06.290522.64.0755","Chatswood","105-06","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-06.300522.15","105-06.300522.15.0757","Chatswood","105-06","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-07.210222.15","105-07.210222.15.0839","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.250222.16","105-07.250222.16.0839","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.260222.32","105-07.260222.32.0837","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.270222.64","105-07.270222.64.0837","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.280222.15","105-07.280222.15.0839","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.040322.16","105-07.040322.16.0839","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.050322.32","105-07.050322.32.0837","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.060322.64","105-07.060322.64.0837","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.070322.15","105-07.070322.15.0839","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.110322.16","105-07.110322.16.0839","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.120322.32","105-07.120322.32.0837","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.130322.64","105-07.130322.64.0837","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.140322.15","105-07.140322.15.0839","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.180322.16","105-07.180322.16.0839","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.190322.32","105-07.190322.32.0837","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.200322.64","105-07.200322.64.0837","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.210322.15","105-07.210322.15.0839","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.250322.16","105-07.250322.16.0839","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.260322.32","105-07.260322.32.0837","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.270322.64","105-07.270322.64.0837","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.280322.15","105-07.280322.15.0839","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.010422.16","105-07.010422.16.0839","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.020422.32","105-07.020422.32.0837","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.030422.64","105-07.030422.64.0837","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.040422.15","105-07.040422.15.0839","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.080422.16","105-07.080422.16.0839","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.090422.32","105-07.090422.32.0837","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.100422.64","105-07.100422.64.0837","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.110422.15","105-07.110422.15.0839","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.150422.16","105-07.150422.16.0839","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.160422.32","105-07.160422.32.0837","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.170422.64","105-07.170422.64.0837","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.180422.15","105-07.180422.15.0839","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.220422.16","105-07.220422.16.0839","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.230422.32","105-07.230422.32.0837","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.240422.64","105-07.240422.64.0837","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.250422.15","105-07.250422.15.0839","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.290422.16","105-07.290422.16.0839","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.300422.32","105-07.300422.32.0837","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.010522.64","105-07.010522.64.0837","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.020522.15","105-07.020522.15.0839","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.060522.16","105-07.060522.16.0839","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.070522.32","105-07.070522.32.0837","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.080522.64","105-07.080522.64.0837","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.090522.15","105-07.090522.15.0839","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.130522.16","105-07.130522.16.0839","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.140522.32","105-07.140522.32.0837","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.150522.64","105-07.150522.64.0837","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.160522.15","105-07.160522.15.0839","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.200522.16","105-07.200522.16.0839","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.210522.32","105-07.210522.32.0837","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.220522.64","105-07.220522.64.0837","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.230522.15","105-07.230522.15.0839","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.270522.16","105-07.270522.16.0839","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.280522.32","105-07.280522.32.0837","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.290522.64","105-07.290522.64.0837","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-07.300522.15","105-07.300522.15.0839","Tallawong","105-07","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-08.210222.15","105-08.210222.15.0917","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.250222.16","105-08.250222.16.0917","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.260222.32","105-08.260222.32.0915","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.270222.64","105-08.270222.64.0915","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.280222.15","105-08.280222.15.0917","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.040322.16","105-08.040322.16.0917","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.050322.32","105-08.050322.32.0915","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.060322.64","105-08.060322.64.0915","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.070322.15","105-08.070322.15.0917","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.110322.16","105-08.110322.16.0917","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.120322.32","105-08.120322.32.0915","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.130322.64","105-08.130322.64.0915","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.140322.15","105-08.140322.15.0917","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.180322.16","105-08.180322.16.0917","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.190322.32","105-08.190322.32.0915","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.200322.64","105-08.200322.64.0915","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.210322.15","105-08.210322.15.0917","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.250322.16","105-08.250322.16.0917","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.260322.32","105-08.260322.32.0915","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.270322.64","105-08.270322.64.0915","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.280322.15","105-08.280322.15.0917","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.010422.16","105-08.010422.16.0917","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.020422.32","105-08.020422.32.0915","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.030422.64","105-08.030422.64.0915","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.040422.15","105-08.040422.15.0917","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.080422.16","105-08.080422.16.0917","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.090422.32","105-08.090422.32.0915","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.100422.64","105-08.100422.64.0915","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.110422.15","105-08.110422.15.0917","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.150422.16","105-08.150422.16.0917","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.160422.32","105-08.160422.32.0915","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.170422.64","105-08.170422.64.0915","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.180422.15","105-08.180422.15.0917","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.220422.16","105-08.220422.16.0917","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.230422.32","105-08.230422.32.0915","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.240422.64","105-08.240422.64.0915","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.250422.15","105-08.250422.15.0917","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.290422.16","105-08.290422.16.0917","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.300422.32","105-08.300422.32.0915","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.010522.64","105-08.010522.64.0915","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.020522.15","105-08.020522.15.0917","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.060522.16","105-08.060522.16.0917","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.070522.32","105-08.070522.32.0915","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.080522.64","105-08.080522.64.0915","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.090522.15","105-08.090522.15.0917","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.130522.16","105-08.130522.16.0917","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.140522.32","105-08.140522.32.0915","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.150522.64","105-08.150522.64.0915","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.160522.15","105-08.160522.15.0917","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.200522.16","105-08.200522.16.0917","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.210522.32","105-08.210522.32.0915","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.220522.64","105-08.220522.64.0915","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.230522.15","105-08.230522.15.0917","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.270522.16","105-08.270522.16.0917","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.280522.32","105-08.280522.32.0915","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.290522.64","105-08.290522.64.0915","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-08.300522.15","105-08.300522.15.0917","Chatswood","105-08","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-09.210222.15","105-09.210222.15.0959","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.250222.16","105-09.250222.16.0959","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.260222.32","105-09.260222.32.0957","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.270222.64","105-09.270222.64.0957","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.280222.15","105-09.280222.15.0959","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.040322.16","105-09.040322.16.0959","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.050322.32","105-09.050322.32.0957","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.060322.64","105-09.060322.64.0957","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.070322.15","105-09.070322.15.0959","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.110322.16","105-09.110322.16.0959","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.120322.32","105-09.120322.32.0957","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.130322.64","105-09.130322.64.0957","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.140322.15","105-09.140322.15.0959","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.180322.16","105-09.180322.16.0959","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.190322.32","105-09.190322.32.0957","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.200322.64","105-09.200322.64.0957","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.210322.15","105-09.210322.15.0959","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.250322.16","105-09.250322.16.0959","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.260322.32","105-09.260322.32.0957","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.270322.64","105-09.270322.64.0957","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.280322.15","105-09.280322.15.0959","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.010422.16","105-09.010422.16.0959","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.020422.32","105-09.020422.32.0957","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.030422.64","105-09.030422.64.0957","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.040422.15","105-09.040422.15.0959","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.080422.16","105-09.080422.16.0959","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.090422.32","105-09.090422.32.0957","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.100422.64","105-09.100422.64.0957","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.110422.15","105-09.110422.15.0959","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.150422.16","105-09.150422.16.0959","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.160422.32","105-09.160422.32.0957","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.170422.64","105-09.170422.64.0957","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.180422.15","105-09.180422.15.0959","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.220422.16","105-09.220422.16.0959","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.230422.32","105-09.230422.32.0957","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.240422.64","105-09.240422.64.0957","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.250422.15","105-09.250422.15.0959","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.290422.16","105-09.290422.16.0959","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.300422.32","105-09.300422.32.0957","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.010522.64","105-09.010522.64.0957","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.020522.15","105-09.020522.15.0959","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.060522.16","105-09.060522.16.0959","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.070522.32","105-09.070522.32.0957","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.080522.64","105-09.080522.64.0957","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.090522.15","105-09.090522.15.0959","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.130522.16","105-09.130522.16.0959","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.140522.32","105-09.140522.32.0957","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.150522.64","105-09.150522.64.0957","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.160522.15","105-09.160522.15.0959","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.200522.16","105-09.200522.16.0959","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.210522.32","105-09.210522.32.0957","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.220522.64","105-09.220522.64.0957","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.230522.15","105-09.230522.15.0959","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.270522.16","105-09.270522.16.0959","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.280522.32","105-09.280522.32.0957","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.290522.64","105-09.290522.64.0957","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-09.300522.15","105-09.300522.15.0959","Tallawong","105-09","0","","SMNW.OUTBOUND","1","1","","Chatswood to Tallawong"
"SMNW_M","105-10.260222.32","105-10.260222.32.1035","Chatswood","105-10","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-10.270222.64","105-10.270222.64.1035","Chatswood","105-10","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-10.050322.32","105-10.050322.32.1035","Chatswood","105-10","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-10.060322.64","105-10.060322.64.1035","Chatswood","105-10","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-10.120322.32","105-10.120322.32.1035","Chatswood","105-10","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-10.130322.64","105-10.130322.64.1035","Chatswood","105-10","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-10.190322.32","105-10.190322.32.1035","Chatswood","105-10","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-10.200322.64","105-10.200322.64.1035","Chatswood","105-10","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-10.260322.32","105-10.260322.32.1035","Chatswood","105-10","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-10.270322.64","105-10.270322.64.1035","Chatswood","105-10","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-10.020422.32","105-10.020422.32.1035","Chatswood","105-10","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-10.030422.64","105-10.030422.64.1035","Chatswood","105-10","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
"SMNW_M","105-10.090422.32","105-10.090422.32.1035","Chatswood","105-10","1","","SMNW.INBOUND","1","1","","Tallawong to Chatswood"
