"service_id","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_date","end_date"
"102-14.240422.64","0","0","0","0","0","0","1","20220424","20220424"
"102-14.300422.32","0","0","0","0","0","1","0","20220430","20220430"
"102-14.010522.64","0","0","0","0","0","0","1","20220501","20220501"
"102-14.070522.32","0","0","0","0","0","1","0","20220507","20220507"
"102-14.080522.64","0","0","0","0","0","0","1","20220508","20220508"
"102-14.140522.32","0","0","0","0","0","1","0","20220514","20220514"
"102-14.150522.64","0","0","0","0","0","0","1","20220515","20220515"
"102-14.210522.32","0","0","0","0","0","1","0","20220521","20220521"
"102-14.220522.64","0","0","0","0","0","0","1","20220522","20220522"
"102-14.280522.32","0","0","0","0","0","1","0","20220528","20220528"
"102-14.290522.64","0","0","0","0","0","0","1","20220529","20220529"
"102-15.260222.32","0","0","0","0","0","1","0","20220226","20220226"
"102-15.270222.64","0","0","0","0","0","0","1","20220227","20220227"
"102-15.050322.32","0","0","0","0","0","1","0","20220305","20220305"
"102-15.060322.64","0","0","0","0","0","0","1","20220306","20220306"
"102-15.120322.32","0","0","0","0","0","1","0","20220312","20220312"
"102-15.130322.64","0","0","0","0","0","0","1","20220313","20220313"
"102-15.190322.32","0","0","0","0","0","1","0","20220319","20220319"
"102-15.200322.64","0","0","0","0","0","0","1","20220320","20220320"
"102-15.260322.32","0","0","0","0","0","1","0","20220326","20220326"
"102-15.270322.64","0","0","0","0","0","0","1","20220327","20220327"
"102-15.020422.32","0","0","0","0","0","1","0","20220402","20220402"
"102-15.030422.64","0","0","0","0","0","0","1","20220403","20220403"
"102-15.090422.32","0","0","0","0","0","1","0","20220409","20220409"
"102-15.100422.64","0","0","0","0","0","0","1","20220410","20220410"
"102-15.160422.32","0","0","0","0","0","1","0","20220416","20220416"
"102-15.170422.64","0","0","0","0","0","0","1","20220417","20220417"
"102-15.230422.32","0","0","0","0","0","1","0","20220423","20220423"
"102-15.240422.64","0","0","0","0","0","0","1","20220424","20220424"
"102-15.300422.32","0","0","0","0","0","1","0","20220430","20220430"
"102-15.010522.64","0","0","0","0","0","0","1","20220501","20220501"
"102-15.070522.32","0","0","0","0","0","1","0","20220507","20220507"
"102-15.080522.64","0","0","0","0","0","0","1","20220508","20220508"
"102-15.140522.32","0","0","0","0","0","1","0","20220514","20220514"
"102-15.150522.64","0","0","0","0","0","0","1","20220515","20220515"
"102-15.210522.32","0","0","0","0","0","1","0","20220521","20220521"
"102-15.220522.64","0","0","0","0","0","0","1","20220522","20220522"
"102-15.280522.32","0","0","0","0","0","1","0","20220528","20220528"
"102-15.290522.64","0","0","0","0","0","0","1","20220529","20220529"
"102-16.260222.32","0","0","0","0","0","1","0","20220226","20220226"
"102-16.270222.64","0","0","0","0","0","0","1","20220227","20220227"
"102-16.050322.32","0","0","0","0","0","1","0","20220305","20220305"
"102-16.060322.64","0","0","0","0","0","0","1","20220306","20220306"
"102-16.120322.32","0","0","0","0","0","1","0","20220312","20220312"
"102-16.130322.64","0","0","0","0","0","0","1","20220313","20220313"
"102-16.190322.32","0","0","0","0","0","1","0","20220319","20220319"
"102-16.200322.64","0","0","0","0","0","0","1","20220320","20220320"
"102-16.260322.32","0","0","0","0","0","1","0","20220326","20220326"
"102-16.270322.64","0","0","0","0","0","0","1","20220327","20220327"
"102-16.020422.32","0","0","0","0","0","1","0","20220402","20220402"
"102-16.030422.64","0","0","0","0","0","0","1","20220403","20220403"
"102-16.090422.32","0","0","0","0","0","1","0","20220409","20220409"
"102-16.100422.64","0","0","0","0","0","0","1","20220410","20220410"
"102-16.160422.32","0","0","0","0","0","1","0","20220416","20220416"
"102-16.170422.64","0","0","0","0","0","0","1","20220417","20220417"
"102-16.230422.32","0","0","0","0","0","1","0","20220423","20220423"
"102-16.240422.64","0","0","0","0","0","0","1","20220424","20220424"
"102-16.300422.32","0","0","0","0","0","1","0","20220430","20220430"
"102-16.010522.64","0","0","0","0","0","0","1","20220501","20220501"
"102-16.070522.32","0","0","0","0","0","1","0","20220507","20220507"
"102-16.080522.64","0","0","0","0","0","0","1","20220508","20220508"
"102-16.140522.32","0","0","0","0","0","1","0","20220514","20220514"
"102-16.150522.64","0","0","0","0","0","0","1","20220515","20220515"
"102-16.210522.32","0","0","0","0","0","1","0","20220521","20220521"
"102-16.220522.64","0","0","0","0","0","0","1","20220522","20220522"
"102-16.280522.32","0","0","0","0","0","1","0","20220528","20220528"
"102-16.290522.64","0","0","0","0","0","0","1","20220529","20220529"
"102-17.260222.32","0","0","0","0","0","1","0","20220226","20220226"
"102-17.270222.64","0","0","0","0","0","0","1","20220227","20220227"
"102-17.050322.32","0","0","0","0","0","1","0","20220305","20220305"
"102-17.060322.64","0","0","0","0","0","0","1","20220306","20220306"
"102-17.120322.32","0","0","0","0","0","1","0","20220312","20220312"
"102-17.130322.64","0","0","0","0","0","0","1","20220313","20220313"
"102-17.190322.32","0","0","0","0","0","1","0","20220319","20220319"
"102-17.200322.64","0","0","0","0","0","0","1","20220320","20220320"
"102-17.260322.32","0","0","0","0","0","1","0","20220326","20220326"
"102-17.270322.64","0","0","0","0","0","0","1","20220327","20220327"
"102-17.020422.32","0","0","0","0","0","1","0","20220402","20220402"
"102-17.030422.64","0","0","0","0","0","0","1","20220403","20220403"
"102-17.090422.32","0","0","0","0","0","1","0","20220409","20220409"
"102-17.100422.64","0","0","0","0","0","0","1","20220410","20220410"
"102-17.160422.32","0","0","0","0","0","1","0","20220416","20220416"
"102-17.170422.64","0","0","0","0","0","0","1","20220417","20220417"
"102-17.230422.32","0","0","0","0","0","1","0","20220423","20220423"
"102-17.240422.64","0","0","0","0","0","0","1","20220424","20220424"
"102-17.300422.32","0","0","0","0","0","1","0","20220430","20220430"
"102-17.010522.64","0","0","0","0","0","0","1","20220501","20220501"
"102-17.070522.32","0","0","0","0","0","1","0","20220507","20220507"
"102-17.080522.64","0","0","0","0","0","0","1","20220508","20220508"
"102-17.140522.32","0","0","0","0","0","1","0","20220514","20220514"
"102-17.150522.64","0","0","0","0","0","0","1","20220515","20220515"
"102-17.210522.32","0","0","0","0","0","1","0","20220521","20220521"
"102-17.220522.64","0","0","0","0","0","0","1","20220522","20220522"
"102-17.280522.32","0","0","0","0","0","1","0","20220528","20220528"
"102-17.290522.64","0","0","0","0","0","0","1","20220529","20220529"
"102-18.260222.32","0","0","0","0","0","1","0","20220226","20220226"
"102-18.270222.64","0","0","0","0","0","0","1","20220227","20220227"
"102-18.050322.32","0","0","0","0","0","1","0","20220305","20220305"
"102-18.060322.64","0","0","0","0","0","0","1","20220306","20220306"
"102-18.120322.32","0","0","0","0","0","1","0","20220312","20220312"
"102-18.130322.64","0","0","0","0","0","0","1","20220313","20220313"
"102-18.190322.32","0","0","0","0","0","1","0","20220319","20220319"
"102-18.200322.64","0","0","0","0","0","0","1","20220320","20220320"
"102-18.260322.32","0","0","0","0","0","1","0","20220326","20220326"
"102-18.270322.64","0","0","0","0","0","0","1","20220327","20220327"
"102-18.020422.32","0","0","0","0","0","1","0","20220402","20220402"
"102-18.030422.64","0","0","0","0","0","0","1","20220403","20220403"
"102-18.090422.32","0","0","0","0","0","1","0","20220409","20220409"
"102-18.100422.64","0","0","0","0","0","0","1","20220410","20220410"
"102-18.160422.32","0","0","0","0","0","1","0","20220416","20220416"
"102-18.170422.64","0","0","0","0","0","0","1","20220417","20220417"
"102-18.230422.32","0","0","0","0","0","1","0","20220423","20220423"
"102-18.240422.64","0","0","0","0","0","0","1","20220424","20220424"
"102-18.300422.32","0","0","0","0","0","1","0","20220430","20220430"
"102-18.010522.64","0","0","0","0","0","0","1","20220501","20220501"
"102-18.070522.32","0","0","0","0","0","1","0","20220507","20220507"
"102-18.080522.64","0","0","0","0","0","0","1","20220508","20220508"
"102-18.140522.32","0","0","0","0","0","1","0","20220514","20220514"
"102-18.150522.64","0","0","0","0","0","0","1","20220515","20220515"
"102-18.210522.32","0","0","0","0","0","1","0","20220521","20220521"
"102-18.220522.64","0","0","0","0","0","0","1","20220522","20220522"
"102-18.280522.32","0","0","0","0","0","1","0","20220528","20220528"
"102-18.290522.64","0","0","0","0","0","0","1","20220529","20220529"
"102-19.260222.32","0","0","0","0","0","1","0","20220226","20220226"
"102-19.270222.64","0","0","0","0","0","0","1","20220227","20220227"
"102-19.050322.32","0","0","0","0","0","1","0","20220305","20220305"
"102-19.060322.64","0","0","0","0","0","0","1","20220306","20220306"
"102-19.120322.32","0","0","0","0","0","1","0","20220312","20220312"
"102-19.130322.64","0","0","0","0","0","0","1","20220313","20220313"
"102-19.190322.32","0","0","0","0","0","1","0","20220319","20220319"
"102-19.200322.64","0","0","0","0","0","0","1","20220320","20220320"
"102-19.260322.32","0","0","0","0","0","1","0","20220326","20220326"
"102-19.270322.64","0","0","0","0","0","0","1","20220327","20220327"
"102-19.020422.32","0","0","0","0","0","1","0","20220402","20220402"
"102-19.030422.64","0","0","0","0","0","0","1","20220403","20220403"
"102-19.090422.32","0","0","0","0","0","1","0","20220409","20220409"
"102-19.100422.64","0","0","0","0","0","0","1","20220410","20220410"
"102-19.160422.32","0","0","0","0","0","1","0","20220416","20220416"
"102-19.170422.64","0","0","0","0","0","0","1","20220417","20220417"
"102-19.230422.32","0","0","0","0","0","1","0","20220423","20220423"
"102-19.240422.64","0","0","0","0","0","0","1","20220424","20220424"
"102-19.300422.32","0","0","0","0","0","1","0","20220430","20220430"
"102-19.010522.64","0","0","0","0","0","0","1","20220501","20220501"
"102-19.070522.32","0","0","0","0","0","1","0","20220507","20220507"
"102-19.080522.64","0","0","0","0","0","0","1","20220508","20220508"
"102-19.140522.32","0","0","0","0","0","1","0","20220514","20220514"
"102-19.150522.64","0","0","0","0","0","0","1","20220515","20220515"
"102-19.210522.32","0","0","0","0","0","1","0","20220521","20220521"
"102-19.220522.64","0","0","0","0","0","0","1","20220522","20220522"
"102-19.280522.32","0","0","0","0","0","1","0","20220528","20220528"
"102-19.290522.64","0","0","0","0","0","0","1","20220529","20220529"
"102-20.260222.32","0","0","0","0","0","1","0","20220226","20220226"
"102-20.270222.64","0","0","0","0","0","0","1","20220227","20220227"
"102-20.050322.32","0","0","0","0","0","1","0","20220305","20220305"
"102-20.060322.64","0","0","0","0","0","0","1","20220306","20220306"
"102-20.120322.32","0","0","0","0","0","1","0","20220312","20220312"
"102-20.130322.64","0","0","0","0","0","0","1","20220313","20220313"
"102-20.190322.32","0","0","0","0","0","1","0","20220319","20220319"
"102-20.200322.64","0","0","0","0","0","0","1","20220320","20220320"
"102-20.260322.32","0","0","0","0","0","1","0","20220326","20220326"
"102-20.270322.64","0","0","0","0","0","0","1","20220327","20220327"
"102-20.020422.32","0","0","0","0","0","1","0","20220402","20220402"
"102-20.030422.64","0","0","0","0","0","0","1","20220403","20220403"
"102-20.090422.32","0","0","0","0","0","1","0","20220409","20220409"
"102-20.100422.64","0","0","0","0","0","0","1","20220410","20220410"
"102-20.160422.32","0","0","0","0","0","1","0","20220416","20220416"
"102-20.170422.64","0","0","0","0","0","0","1","20220417","20220417"
"102-20.230422.32","0","0","0","0","0","1","0","20220423","20220423"
"102-20.240422.64","0","0","0","0","0","0","1","20220424","20220424"
"102-20.300422.32","0","0","0","0","0","1","0","20220430","20220430"
"102-20.010522.64","0","0","0","0","0","0","1","20220501","20220501"
"102-20.070522.32","0","0","0","0","0","1","0","20220507","20220507"
"102-20.080522.64","0","0","0","0","0","0","1","20220508","20220508"
"102-20.140522.32","0","0","0","0","0","1","0","20220514","20220514"
"102-20.150522.64","0","0","0","0","0","0","1","20220515","20220515"
"102-20.210522.32","0","0","0","0","0","1","0","20220521","20220521"
"102-20.220522.64","0","0","0","0","0","0","1","20220522","20220522"
"102-20.280522.32","0","0","0","0","0","1","0","20220528","20220528"
"102-20.290522.64","0","0","0","0","0","0","1","20220529","20220529"
"102-21.260222.32","0","0","0","0","0","1","0","20220226","20220226"
"102-21.270222.64","0","0","0","0","0","0","1","20220227","20220227"
"102-21.050322.32","0","0","0","0","0","1","0","20220305","20220305"
"102-21.060322.64","0","0","0","0","0","0","1","20220306","20220306"
"102-21.120322.32","0","0","0","0","0","1","0","20220312","20220312"
"102-21.130322.64","0","0","0","0","0","0","1","20220313","20220313"
"102-21.190322.32","0","0","0","0","0","1","0","20220319","20220319"
"102-21.200322.64","0","0","0","0","0","0","1","20220320","20220320"
"102-21.260322.32","0","0","0","0","0","1","0","20220326","20220326"
"102-21.270322.64","0","0","0","0","0","0","1","20220327","20220327"
"102-21.020422.32","0","0","0","0","0","1","0","20220402","20220402"
"102-21.030422.64","0","0","0","0","0","0","1","20220403","20220403"
"102-21.090422.32","0","0","0","0","0","1","0","20220409","20220409"
"102-21.100422.64","0","0","0","0","0","0","1","20220410","20220410"
"102-21.160422.32","0","0","0","0","0","1","0","20220416","20220416"
"102-21.170422.64","0","0","0","0","0","0","1","20220417","20220417"
"102-21.230422.32","0","0","0","0","0","1","0","20220423","20220423"
"102-21.240422.64","0","0","0","0","0","0","1","20220424","20220424"
"102-21.300422.32","0","0","0","0","0","1","0","20220430","20220430"
"102-21.010522.64","0","0","0","0","0","0","1","20220501","20220501"
"102-21.070522.32","0","0","0","0","0","1","0","20220507","20220507"
"102-21.080522.64","0","0","0","0","0","0","1","20220508","20220508"
"102-21.140522.32","0","0","0","0","0","1","0","20220514","20220514"
"102-21.150522.64","0","0","0","0","0","0","1","20220515","20220515"
"102-21.210522.32","0","0","0","0","0","1","0","20220521","20220521"
"102-21.220522.64","0","0","0","0","0","0","1","20220522","20220522"
"102-21.280522.32","0","0","0","0","0","1","0","20220528","20220528"
"102-21.290522.64","0","0","0","0","0","0","1","20220529","20220529"
"102-22.260222.32","0","0","0","0","0","1","0","20220226","20220226"
"102-22.270222.64","0","0","0","0","0","0","1","20220227","20220227"
"102-22.050322.32","0","0","0","0","0","1","0","20220305","20220305"
"102-22.060322.64","0","0","0","0","0","0","1","20220306","20220306"
"102-22.120322.32","0","0","0","0","0","1","0","20220312","20220312"
"102-22.130322.64","0","0","0","0","0","0","1","20220313","20220313"
"102-22.190322.32","0","0","0","0","0","1","0","20220319","20220319"
"102-22.200322.64","0","0","0","0","0","0","1","20220320","20220320"
"102-22.260322.32","0","0","0","0","0","1","0","20220326","20220326"
"102-22.270322.64","0","0","0","0","0","0","1","20220327","20220327"
"102-22.020422.32","0","0","0","0","0","1","0","20220402","20220402"
"102-22.030422.64","0","0","0","0","0","0","1","20220403","20220403"
"102-22.090422.32","0","0","0","0","0","1","0","20220409","20220409"
"102-22.100422.64","0","0","0","0","0","0","1","20220410","20220410"
"102-22.160422.32","0","0","0","0","0","1","0","20220416","20220416"
"102-22.170422.64","0","0","0","0","0","0","1","20220417","20220417"
"102-22.230422.32","0","0","0","0","0","1","0","20220423","20220423"
"102-22.240422.64","0","0","0","0","0","0","1","20220424","20220424"
"102-22.300422.32","0","0","0","0","0","1","0","20220430","20220430"
"102-22.010522.64","0","0","0","0","0","0","1","20220501","20220501"
"102-22.070522.32","0","0","0","0","0","1","0","20220507","20220507"
"102-22.080522.64","0","0","0","0","0","0","1","20220508","20220508"
"102-22.140522.32","0","0","0","0","0","1","0","20220514","20220514"
"102-22.150522.64","0","0","0","0","0","0","1","20220515","20220515"
"102-22.210522.32","0","0","0","0","0","1","0","20220521","20220521"
"102-22.220522.64","0","0","0","0","0","0","1","20220522","20220522"
"102-22.280522.32","0","0","0","0","0","1","0","20220528","20220528"
"102-22.290522.64","0","0","0","0","0","0","1","20220529","20220529"
"102-23.260222.32","0","0","0","0","0","1","0","20220226","20220226"
"102-23.270222.64","0","0","0","0","0","0","1","20220227","20220227"
"102-23.050322.32","0","0","0","0","0","1","0","20220305","20220305"
"102-23.060322.64","0","0","0","0","0","0","1","20220306","20220306"
"102-23.120322.32","0","0","0","0","0","1","0","20220312","20220312"
"102-23.130322.64","0","0","0","0","0","0","1","20220313","20220313"
"102-23.190322.32","0","0","0","0","0","1","0","20220319","20220319"
"102-23.200322.64","0","0","0","0","0","0","1","20220320","20220320"
"102-23.260322.32","0","0","0","0","0","1","0","20220326","20220326"
"102-23.270322.64","0","0","0","0","0","0","1","20220327","20220327"
"102-23.020422.32","0","0","0","0","0","1","0","20220402","20220402"
"102-23.030422.64","0","0","0","0","0","0","1","20220403","20220403"
"102-23.090422.32","0","0","0","0","0","1","0","20220409","20220409"
"102-23.100422.64","0","0","0","0","0","0","1","20220410","20220410"
"102-23.160422.32","0","0","0","0","0","1","0","20220416","20220416"
"102-23.170422.64","0","0","0","0","0","0","1","20220417","20220417"
"102-23.230422.32","0","0","0","0","0","1","0","20220423","20220423"
"102-23.240422.64","0","0","0","0","0","0","1","20220424","20220424"
"102-23.300422.32","0","0","0","0","0","1","0","20220430","20220430"
"102-23.010522.64","0","0","0","0","0","0","1","20220501","20220501"
"102-23.070522.32","0","0","0","0","0","1","0","20220507","20220507"
"102-23.080522.64","0","0","0","0","0","0","1","20220508","20220508"
"102-23.140522.32","0","0","0","0","0","1","0","20220514","20220514"
"102-23.150522.64","0","0","0","0","0","0","1","20220515","20220515"
"102-23.210522.32","0","0","0","0","0","1","0","20220521","20220521"
"102-23.220522.64","0","0","0","0","0","0","1","20220522","20220522"
"102-23.280522.32","0","0","0","0","0","1","0","20220528","20220528"
"102-23.290522.64","0","0","0","0","0","0","1","20220529","20220529"
"102-24.260222.32","0","0","0","0","0","1","0","20220226","20220226"
"102-24.270222.64","0","0","0","0","0","0","1","20220227","20220227"
"102-24.050322.32","0","0","0","0","0","1","0","20220305","20220305"
"102-24.060322.64","0","0","0","0","0","0","1","20220306","20220306"
"102-24.120322.32","0","0","0","0","0","1","0","20220312","20220312"
"102-24.130322.64","0","0","0","0","0","0","1","20220313","20220313"
"102-24.190322.32","0","0","0","0","0","1","0","20220319","20220319"
"102-24.200322.64","0","0","0","0","0","0","1","20220320","20220320"
"102-24.260322.32","0","0","0","0","0","1","0","20220326","20220326"
"102-24.270322.64","0","0","0","0","0","0","1","20220327","20220327"
"102-24.020422.32","0","0","0","0","0","1","0","20220402","20220402"
"102-24.030422.64","0","0","0","0","0","0","1","20220403","20220403"
"102-24.090422.32","0","0","0","0","0","1","0","20220409","20220409"
"102-24.100422.64","0","0","0","0","0","0","1","20220410","20220410"
"102-24.160422.32","0","0","0","0","0","1","0","20220416","20220416"
"102-24.170422.64","0","0","0","0","0","0","1","20220417","20220417"
"102-24.230422.32","0","0","0","0","0","1","0","20220423","20220423"
"102-24.240422.64","0","0","0","0","0","0","1","20220424","20220424"
"102-24.300422.32","0","0","0","0","0","1","0","20220430","20220430"
"102-24.010522.64","0","0","0","0","0","0","1","20220501","20220501"
"102-24.070522.32","0","0","0","0","0","1","0","20220507","20220507"
"102-24.080522.64","0","0","0","0","0","0","1","20220508","20220508"
"102-24.140522.32","0","0","0","0","0","1","0","20220514","20220514"
"102-24.150522.64","0","0","0","0","0","0","1","20220515","20220515"
"102-24.210522.32","0","0","0","0","0","1","0","20220521","20220521"
"102-24.220522.64","0","0","0","0","0","0","1","20220522","20220522"
"102-24.280522.32","0","0","0","0","0","1","0","20220528","20220528"
"102-24.290522.64","0","0","0","0","0","0","1","20220529","20220529"
"102-25.260222.32","0","0","0","0","0","1","0","20220226","20220226"
"102-25.270222.64","0","0","0","0","0","0","1","20220227","20220227"
"102-25.050322.32","0","0","0","0","0","1","0","20220305","20220305"
"102-25.060322.64","0","0","0","0","0","0","1","20220306","20220306"
"102-25.120322.32","0","0","0","0","0","1","0","20220312","20220312"
"102-25.130322.64","0","0","0","0","0","0","1","20220313","20220313"
"102-25.190322.32","0","0","0","0","0","1","0","20220319","20220319"
"102-25.200322.64","0","0","0","0","0","0","1","20220320","20220320"
"102-25.260322.32","0","0","0","0","0","1","0","20220326","20220326"
"102-25.270322.64","0","0","0","0","0","0","1","20220327","20220327"
"102-25.020422.32","0","0","0","0","0","1","0","20220402","20220402"
"102-25.030422.64","0","0","0","0","0","0","1","20220403","20220403"
"102-25.090422.32","0","0","0","0","0","1","0","20220409","20220409"
"102-25.100422.64","0","0","0","0","0","0","1","20220410","20220410"
"102-25.160422.32","0","0","0","0","0","1","0","20220416","20220416"
"102-25.170422.64","0","0","0","0","0","0","1","20220417","20220417"
"102-25.230422.32","0","0","0","0","0","1","0","20220423","20220423"
"102-25.240422.64","0","0","0","0","0","0","1","20220424","20220424"
"102-25.300422.32","0","0","0","0","0","1","0","20220430","20220430"
"102-25.010522.64","0","0","0","0","0","0","1","20220501","20220501"
"102-25.070522.32","0","0","0","0","0","1","0","20220507","20220507"
"102-25.080522.64","0","0","0","0","0","0","1","20220508","20220508"
"102-25.140522.32","0","0","0","0","0","1","0","20220514","20220514"
"102-25.150522.64","0","0","0","0","0","0","1","20220515","20220515"
"102-25.210522.32","0","0","0","0","0","1","0","20220521","20220521"
"102-25.220522.64","0","0","0","0","0","0","1","20220522","20220522"
"102-25.280522.32","0","0","0","0","0","1","0","20220528","20220528"
"102-25.290522.64","0","0","0","0","0","0","1","20220529","20220529"
"102-26.260222.32","0","0","0","0","0","1","0","20220226","20220226"
"102-26.270222.64","0","0","0","0","0","0","1","20220227","20220227"
"102-26.050322.32","0","0","0","0","0","1","0","20220305","20220305"
"102-26.060322.64","0","0","0","0","0","0","1","20220306","20220306"
"102-26.120322.32","0","0","0","0","0","1","0","20220312","20220312"
"102-26.130322.64","0","0","0","0","0","0","1","20220313","20220313"
"102-26.190322.32","0","0","0","0","0","1","0","20220319","20220319"
"102-26.200322.64","0","0","0","0","0","0","1","20220320","20220320"
"102-26.260322.32","0","0","0","0","0","1","0","20220326","20220326"
"102-26.270322.64","0","0","0","0","0","0","1","20220327","20220327"
"102-26.020422.32","0","0","0","0","0","1","0","20220402","20220402"
"102-26.030422.64","0","0","0","0","0","0","1","20220403","20220403"
"102-26.090422.32","0","0","0","0","0","1","0","20220409","20220409"
"102-26.100422.64","0","0","0","0","0","0","1","20220410","20220410"
"102-26.160422.32","0","0","0","0","0","1","0","20220416","20220416"
"102-26.170422.64","0","0","0","0","0","0","1","20220417","20220417"
"102-26.230422.32","0","0","0","0","0","1","0","20220423","20220423"
"102-26.240422.64","0","0","0","0","0","0","1","20220424","20220424"
"102-26.300422.32","0","0","0","0","0","1","0","20220430","20220430"
"102-26.010522.64","0","0","0","0","0","0","1","20220501","20220501"
"102-26.070522.32","0","0","0","0","0","1","0","20220507","20220507"
"102-26.080522.64","0","0","0","0","0","0","1","20220508","20220508"
"102-26.140522.32","0","0","0","0","0","1","0","20220514","20220514"
"102-26.150522.64","0","0","0","0","0","0","1","20220515","20220515"
"102-26.210522.32","0","0","0","0","0","1","0","20220521","20220521"
"102-26.220522.64","0","0","0","0","0","0","1","20220522","20220522"
"102-26.280522.32","0","0","0","0","0","1","0","20220528","20220528"
"102-26.290522.64","0","0","0","0","0","0","1","20220529","20220529"
"102-27.260222.32","0","0","0","0","0","1","0","20220226","20220226"
"102-27.270222.64","0","0","0","0","0","0","1","20220227","20220227"
"102-27.050322.32","0","0","0","0","0","1","0","20220305","20220305"
"102-27.060322.64","0","0","0","0","0","0","1","20220306","20220306"
"102-27.120322.32","0","0","0","0","0","1","0","20220312","20220312"
"102-27.130322.64","0","0","0","0","0","0","1","20220313","20220313"
"102-27.190322.32","0","0","0","0","0","1","0","20220319","20220319"
"102-27.200322.64","0","0","0","0","0","0","1","20220320","20220320"
"102-27.260322.32","0","0","0","0","0","1","0","20220326","20220326"
"102-27.270322.64","0","0","0","0","0","0","1","20220327","20220327"
"102-27.020422.32","0","0","0","0","0","1","0","20220402","20220402"
"102-27.030422.64","0","0","0","0","0","0","1","20220403","20220403"
"102-27.090422.32","0","0","0","0","0","1","0","20220409","20220409"
"102-27.100422.64","0","0","0","0","0","0","1","20220410","20220410"
"102-27.160422.32","0","0","0","0","0","1","0","20220416","20220416"
"102-27.170422.64","0","0","0","0","0","0","1","20220417","20220417"
"102-27.230422.32","0","0","0","0","0","1","0","20220423","20220423"
"102-27.240422.64","0","0","0","0","0","0","1","20220424","20220424"
"102-27.300422.32","0","0","0","0","0","1","0","20220430","20220430"
"102-27.010522.64","0","0","0","0","0","0","1","20220501","20220501"
"102-27.070522.32","0","0","0","0","0","1","0","20220507","20220507"
"102-27.080522.64","0","0","0","0","0","0","1","20220508","20220508"
"102-27.140522.32","0","0","0","0","0","1","0","20220514","20220514"
"102-27.150522.64","0","0","0","0","0","0","1","20220515","20220515"
"102-27.210522.32","0","0","0","0","0","1","0","20220521","20220521"
"102-27.220522.64","0","0","0","0","0","0","1","20220522","20220522"
"102-27.280522.32","0","0","0","0","0","1","0","20220528","20220528"
"102-27.290522.64","0","0","0","0","0","0","1","20220529","20220529"
"102-28.260222.32","0","0","0","0","0","1","0","20220226","20220226"
"102-28.270222.64","0","0","0","0","0","0","1","20220227","20220227"
"102-28.050322.32","0","0","0","0","0","1","0","20220305","20220305"
"102-28.060322.64","0","0","0","0","0","0","1","20220306","20220306"
"102-28.120322.32","0","0","0","0","0","1","0","20220312","20220312"
"102-28.130322.64","0","0","0","0","0","0","1","20220313","20220313"
"102-28.190322.32","0","0","0","0","0","1","0","20220319","20220319"
"102-28.200322.64","0","0","0","0","0","0","1","20220320","20220320"
"102-28.260322.32","0","0","0","0","0","1","0","20220326","20220326"
"102-28.270322.64","0","0","0","0","0","0","1","20220327","20220327"
"102-28.020422.32","0","0","0","0","0","1","0","20220402","20220402"
"102-28.030422.64","0","0","0","0","0","0","1","20220403","20220403"
"102-28.090422.32","0","0","0","0","0","1","0","20220409","20220409"
"102-28.100422.64","0","0","0","0","0","0","1","20220410","20220410"
"102-28.160422.32","0","0","0","0","0","1","0","20220416","20220416"
"102-28.170422.64","0","0","0","0","0","0","1","20220417","20220417"
"102-28.230422.32","0","0","0","0","0","1","0","20220423","20220423"
"102-28.240422.64","0","0","0","0","0","0","1","20220424","20220424"
"102-28.300422.32","0","0","0","0","0","1","0","20220430","20220430"
"102-28.010522.64","0","0","0","0","0","0","1","20220501","20220501"
"102-28.070522.32","0","0","0","0","0","1","0","20220507","20220507"
"102-28.080522.64","0","0","0","0","0","0","1","20220508","20220508"
"102-28.140522.32","0","0","0","0","0","1","0","20220514","20220514"
"102-28.150522.64","0","0","0","0","0","0","1","20220515","20220515"
"102-28.210522.32","0","0","0","0","0","1","0","20220521","20220521"
"102-28.220522.64","0","0","0","0","0","0","1","20220522","20220522"
"102-28.280522.32","0","0","0","0","0","1","0","20220528","20220528"
"102-28.290522.64","0","0","0","0","0","0","1","20220529","20220529"
"102-29.260222.32","0","0","0","0","0","1","0","20220226","20220226"
"102-29.270222.64","0","0","0","0","0","0","1","20220227","20220227"
"102-29.050322.32","0","0","0","0","0","1","0","20220305","20220305"
"102-29.060322.64","0","0","0","0","0","0","1","20220306","20220306"
"102-29.120322.32","0","0","0","0","0","1","0","20220312","20220312"
"102-29.130322.64","0","0","0","0","0","0","1","20220313","20220313"
"102-29.190322.32","0","0","0","0","0","1","0","20220319","20220319"
"102-29.200322.64","0","0","0","0","0","0","1","20220320","20220320"
"102-29.260322.32","0","0","0","0","0","1","0","20220326","20220326"
"102-29.270322.64","0","0","0","0","0","0","1","20220327","20220327"
"102-29.020422.32","0","0","0","0","0","1","0","20220402","20220402"
"102-29.030422.64","0","0","0","0","0","0","1","20220403","20220403"
"102-29.090422.32","0","0","0","0","0","1","0","20220409","20220409"
"102-29.100422.64","0","0","0","0","0","0","1","20220410","20220410"
"102-29.160422.32","0","0","0","0","0","1","0","20220416","20220416"
"102-29.170422.64","0","0","0","0","0","0","1","20220417","20220417"
"102-29.230422.32","0","0","0","0","0","1","0","20220423","20220423"
"102-29.240422.64","0","0","0","0","0","0","1","20220424","20220424"
"102-29.300422.32","0","0","0","0","0","1","0","20220430","20220430"
