"service_id","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_date","end_date"
"109-23.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"109-23.280222.15","1","1","1","1","0","0","0","20220228","20220303"
"109-23.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"109-23.070322.15","1","1","1","1","0","0","0","20220307","20220310"
"109-23.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"109-23.140322.15","1","1","1","1","0","0","0","20220314","20220317"
"109-23.180322.16","0","0","0","0","1","0","0","20220318","20220318"
"109-23.210322.15","1","1","1","1","0","0","0","20220321","20220324"
"109-23.250322.16","0","0","0","0","1","0","0","20220325","20220325"
"109-23.280322.15","1","1","1","1","0","0","0","20220328","20220331"
"109-23.010422.16","0","0","0","0","1","0","0","20220401","20220401"
"109-23.040422.15","1","1","1","1","0","0","0","20220404","20220407"
"109-23.080422.16","0","0","0","0","1","0","0","20220408","20220408"
"109-23.110422.15","1","1","1","1","0","0","0","20220411","20220414"
"109-23.150422.16","0","0","0","0","1","0","0","20220415","20220415"
"109-23.180422.15","1","1","1","1","0","0","0","20220418","20220421"
"109-23.220422.16","0","0","0","0","1","0","0","20220422","20220422"
"109-23.250422.15","1","1","1","1","0","0","0","20220425","20220428"
"109-23.290422.16","0","0","0","0","1","0","0","20220429","20220429"
"109-23.020522.15","1","1","1","1","0","0","0","20220502","20220505"
"109-23.060522.16","0","0","0","0","1","0","0","20220506","20220506"
"109-23.090522.15","1","1","1","1","0","0","0","20220509","20220512"
"109-23.130522.16","0","0","0","0","1","0","0","20220513","20220513"
"109-23.160522.15","1","1","1","1","0","0","0","20220516","20220519"
"109-23.200522.16","0","0","0","0","1","0","0","20220520","20220520"
"109-23.230522.15","1","1","1","1","0","0","0","20220523","20220526"
"109-23.270522.16","0","0","0","0","1","0","0","20220527","20220527"
"109-23.300522.15","1","1","1","1","0","0","0","20220530","20220602"
"109-24.210222.15","1","1","1","1","0","0","0","20220221","20220224"
"109-24.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"109-24.280222.15","1","1","1","1","0","0","0","20220228","20220303"
"109-24.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"109-24.070322.15","1","1","1","1","0","0","0","20220307","20220310"
"109-24.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"109-24.140322.15","1","1","1","1","0","0","0","20220314","20220317"
"109-24.180322.16","0","0","0","0","1","0","0","20220318","20220318"
"109-24.210322.15","1","1","1","1","0","0","0","20220321","20220324"
"109-24.250322.16","0","0","0","0","1","0","0","20220325","20220325"
"109-24.280322.15","1","1","1","1","0","0","0","20220328","20220331"
"109-24.010422.16","0","0","0","0","1","0","0","20220401","20220401"
"109-24.040422.15","1","1","1","1","0","0","0","20220404","20220407"
"109-24.080422.16","0","0","0","0","1","0","0","20220408","20220408"
"109-24.110422.15","1","1","1","1","0","0","0","20220411","20220414"
"109-24.150422.16","0","0","0","0","1","0","0","20220415","20220415"
"109-24.180422.15","1","1","1","1","0","0","0","20220418","20220421"
"109-24.220422.16","0","0","0","0","1","0","0","20220422","20220422"
"109-24.250422.15","1","1","1","1","0","0","0","20220425","20220428"
"109-24.290422.16","0","0","0","0","1","0","0","20220429","20220429"
"109-24.020522.15","1","1","1","1","0","0","0","20220502","20220505"
"109-24.060522.16","0","0","0","0","1","0","0","20220506","20220506"
"109-24.090522.15","1","1","1","1","0","0","0","20220509","20220512"
"109-24.130522.16","0","0","0","0","1","0","0","20220513","20220513"
"109-24.160522.15","1","1","1","1","0","0","0","20220516","20220519"
"109-24.200522.16","0","0","0","0","1","0","0","20220520","20220520"
"109-24.230522.15","1","1","1","1","0","0","0","20220523","20220526"
"109-24.270522.16","0","0","0","0","1","0","0","20220527","20220527"
"109-24.300522.15","1","1","1","1","0","0","0","20220530","20220602"
"109-25.210222.15","1","1","1","1","0","0","0","20220221","20220224"
"109-25.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"109-25.280222.15","1","1","1","1","0","0","0","20220228","20220303"
"109-25.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"109-25.070322.15","1","1","1","1","0","0","0","20220307","20220310"
"109-25.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"109-25.140322.15","1","1","1","1","0","0","0","20220314","20220317"
"109-25.180322.16","0","0","0","0","1","0","0","20220318","20220318"
"109-25.210322.15","1","1","1","1","0","0","0","20220321","20220324"
"109-25.250322.16","0","0","0","0","1","0","0","20220325","20220325"
"109-25.280322.15","1","1","1","1","0","0","0","20220328","20220331"
"109-25.010422.16","0","0","0","0","1","0","0","20220401","20220401"
"109-25.040422.15","1","1","1","1","0","0","0","20220404","20220407"
"109-25.080422.16","0","0","0","0","1","0","0","20220408","20220408"
"109-25.110422.15","1","1","1","1","0","0","0","20220411","20220414"
"109-25.150422.16","0","0","0","0","1","0","0","20220415","20220415"
"109-25.180422.15","1","1","1","1","0","0","0","20220418","20220421"
"109-25.220422.16","0","0","0","0","1","0","0","20220422","20220422"
"109-25.250422.15","1","1","1","1","0","0","0","20220425","20220428"
"109-25.290422.16","0","0","0","0","1","0","0","20220429","20220429"
"109-25.020522.15","1","1","1","1","0","0","0","20220502","20220505"
"109-25.060522.16","0","0","0","0","1","0","0","20220506","20220506"
"109-25.090522.15","1","1","1","1","0","0","0","20220509","20220512"
"109-25.130522.16","0","0","0","0","1","0","0","20220513","20220513"
"109-25.160522.15","1","1","1","1","0","0","0","20220516","20220519"
"109-25.200522.16","0","0","0","0","1","0","0","20220520","20220520"
"109-25.230522.15","1","1","1","1","0","0","0","20220523","20220526"
"109-25.270522.16","0","0","0","0","1","0","0","20220527","20220527"
"109-25.300522.15","1","1","1","1","0","0","0","20220530","20220602"
"109-26.210222.15","1","1","1","1","0","0","0","20220221","20220224"
"109-26.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"109-26.280222.15","1","1","1","1","0","0","0","20220228","20220303"
"109-26.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"109-26.070322.15","1","1","1","1","0","0","0","20220307","20220310"
"109-26.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"109-26.140322.15","1","1","1","1","0","0","0","20220314","20220317"
"109-26.180322.16","0","0","0","0","1","0","0","20220318","20220318"
"109-26.210322.15","1","1","1","1","0","0","0","20220321","20220324"
"109-26.250322.16","0","0","0","0","1","0","0","20220325","20220325"
"109-26.280322.15","1","1","1","1","0","0","0","20220328","20220331"
"109-26.010422.16","0","0","0","0","1","0","0","20220401","20220401"
"109-26.040422.15","1","1","1","1","0","0","0","20220404","20220407"
"109-26.080422.16","0","0","0","0","1","0","0","20220408","20220408"
"109-26.110422.15","1","1","1","1","0","0","0","20220411","20220414"
"109-26.150422.16","0","0","0","0","1","0","0","20220415","20220415"
"109-26.180422.15","1","1","1","1","0","0","0","20220418","20220421"
"109-26.220422.16","0","0","0","0","1","0","0","20220422","20220422"
"109-26.250422.15","1","1","1","1","0","0","0","20220425","20220428"
"109-26.290422.16","0","0","0","0","1","0","0","20220429","20220429"
"109-26.020522.15","1","1","1","1","0","0","0","20220502","20220505"
"109-26.060522.16","0","0","0","0","1","0","0","20220506","20220506"
"109-26.090522.15","1","1","1","1","0","0","0","20220509","20220512"
"109-26.130522.16","0","0","0","0","1","0","0","20220513","20220513"
"109-26.160522.15","1","1","1","1","0","0","0","20220516","20220519"
"109-26.200522.16","0","0","0","0","1","0","0","20220520","20220520"
"109-26.230522.15","1","1","1","1","0","0","0","20220523","20220526"
"109-26.270522.16","0","0","0","0","1","0","0","20220527","20220527"
"109-26.300522.15","1","1","1","1","0","0","0","20220530","20220602"
"109-27.210222.15","1","1","1","1","0","0","0","20220221","20220224"
"109-27.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"109-27.280222.15","1","1","1","1","0","0","0","20220228","20220303"
"109-27.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"109-27.070322.15","1","1","1","1","0","0","0","20220307","20220310"
"109-27.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"109-27.140322.15","1","1","1","1","0","0","0","20220314","20220317"
"109-27.180322.16","0","0","0","0","1","0","0","20220318","20220318"
"109-27.210322.15","1","1","1","1","0","0","0","20220321","20220324"
"109-27.250322.16","0","0","0","0","1","0","0","20220325","20220325"
"109-27.280322.15","1","1","1","1","0","0","0","20220328","20220331"
"109-27.010422.16","0","0","0","0","1","0","0","20220401","20220401"
"109-27.040422.15","1","1","1","1","0","0","0","20220404","20220407"
"109-27.080422.16","0","0","0","0","1","0","0","20220408","20220408"
"109-27.110422.15","1","1","1","1","0","0","0","20220411","20220414"
"109-27.150422.16","0","0","0","0","1","0","0","20220415","20220415"
"109-27.180422.15","1","1","1","1","0","0","0","20220418","20220421"
"109-27.220422.16","0","0","0","0","1","0","0","20220422","20220422"
"109-27.250422.15","1","1","1","1","0","0","0","20220425","20220428"
"109-27.290422.16","0","0","0","0","1","0","0","20220429","20220429"
"109-27.020522.15","1","1","1","1","0","0","0","20220502","20220505"
"109-27.060522.16","0","0","0","0","1","0","0","20220506","20220506"
"109-27.090522.15","1","1","1","1","0","0","0","20220509","20220512"
"109-27.130522.16","0","0","0","0","1","0","0","20220513","20220513"
"109-27.160522.15","1","1","1","1","0","0","0","20220516","20220519"
"109-27.200522.16","0","0","0","0","1","0","0","20220520","20220520"
"109-27.230522.15","1","1","1","1","0","0","0","20220523","20220526"
"109-27.270522.16","0","0","0","0","1","0","0","20220527","20220527"
"109-27.300522.15","1","1","1","1","0","0","0","20220530","20220602"
"109-28.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"109-28.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"109-28.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"109-28.180322.16","0","0","0","0","1","0","0","20220318","20220527"
"109-29.260222.32","0","0","0","0","1","0","0","20220225","20220225"
"109-29.050322.32","0","0","0","0","1","0","0","20220304","20220304"
"109-29.120322.32","0","0","0","0","1","0","0","20220311","20220311"
"109-29.190322.32","0","0","0","0","1","0","0","20220318","20220527"
"110-02.210222.15","1","1","1","1","0","0","0","20220221","20220224"
"110-02.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"110-02.280222.15","1","1","1","1","0","0","0","20220228","20220303"
"110-02.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"110-02.070322.15","1","1","1","1","0","0","0","20220307","20220310"
"110-02.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"110-02.140322.15","1","1","1","1","0","0","0","20220314","20220317"
"110-02.180322.16","0","0","0","0","1","0","0","20220318","20220318"
"110-02.210322.15","1","1","1","1","0","0","0","20220321","20220324"
"110-02.250322.16","0","0","0","0","1","0","0","20220325","20220325"
"110-02.280322.15","1","1","1","1","0","0","0","20220328","20220331"
"110-02.010422.16","0","0","0","0","1","0","0","20220401","20220401"
"110-02.040422.15","1","1","1","1","0","0","0","20220404","20220407"
"110-02.080422.16","0","0","0","0","1","0","0","20220408","20220408"
"110-02.110422.15","1","1","1","1","0","0","0","20220411","20220414"
"110-02.150422.16","0","0","0","0","1","0","0","20220415","20220415"
"110-02.180422.15","1","1","1","1","0","0","0","20220418","20220421"
"110-02.220422.16","0","0","0","0","1","0","0","20220422","20220422"
"110-02.250422.15","1","1","1","1","0","0","0","20220425","20220428"
"110-02.290422.16","0","0","0","0","1","0","0","20220429","20220429"
"110-02.020522.15","1","1","1","1","0","0","0","20220502","20220505"
"110-02.060522.16","0","0","0","0","1","0","0","20220506","20220506"
"110-02.090522.15","1","1","1","1","0","0","0","20220509","20220512"
"110-02.130522.16","0","0","0","0","1","0","0","20220513","20220513"
"110-02.160522.15","1","1","1","1","0","0","0","20220516","20220519"
"110-02.200522.16","0","0","0","0","1","0","0","20220520","20220520"
"110-02.230522.15","1","1","1","1","0","0","0","20220523","20220526"
"110-02.270522.16","0","0","0","0","1","0","0","20220527","20220527"
"110-02.300522.15","1","1","1","1","0","0","0","20220530","20220602"
"110-03.210222.15","1","1","1","1","0","0","0","20220221","20220224"
"110-03.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"110-03.280222.15","1","1","1","1","0","0","0","20220228","20220303"
"110-03.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"110-03.070322.15","1","1","1","1","0","0","0","20220307","20220310"
"110-03.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"110-03.140322.15","1","1","1","1","0","0","0","20220314","20220317"
"110-03.180322.16","0","0","0","0","1","0","0","20220318","20220318"
"110-03.210322.15","1","1","1","1","0","0","0","20220321","20220324"
"110-03.250322.16","0","0","0","0","1","0","0","20220325","20220325"
"110-03.280322.15","1","1","1","1","0","0","0","20220328","20220331"
"110-03.010422.16","0","0","0","0","1","0","0","20220401","20220401"
"110-03.040422.15","1","1","1","1","0","0","0","20220404","20220407"
"110-03.080422.16","0","0","0","0","1","0","0","20220408","20220408"
"110-03.110422.15","1","1","1","1","0","0","0","20220411","20220414"
"110-03.150422.16","0","0","0","0","1","0","0","20220415","20220415"
"110-03.180422.15","1","1","1","1","0","0","0","20220418","20220421"
"110-03.220422.16","0","0","0","0","1","0","0","20220422","20220422"
"110-03.250422.15","1","1","1","1","0","0","0","20220425","20220428"
"110-03.290422.16","0","0","0","0","1","0","0","20220429","20220429"
"110-03.020522.15","1","1","1","1","0","0","0","20220502","20220505"
"110-03.060522.16","0","0","0","0","1","0","0","20220506","20220506"
"110-03.090522.15","1","1","1","1","0","0","0","20220509","20220512"
"110-03.130522.16","0","0","0","0","1","0","0","20220513","20220513"
"110-03.160522.15","1","1","1","1","0","0","0","20220516","20220519"
"110-03.200522.16","0","0","0","0","1","0","0","20220520","20220520"
"110-03.230522.15","1","1","1","1","0","0","0","20220523","20220526"
"110-03.270522.16","0","0","0","0","1","0","0","20220527","20220527"
"110-03.300522.15","1","1","1","1","0","0","0","20220530","20220602"
"110-04.210222.15","1","1","1","1","0","0","0","20220221","20220224"
"110-04.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"110-04.280222.15","1","1","1","1","0","0","0","20220228","20220303"
"110-04.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"110-04.070322.15","1","1","1","1","0","0","0","20220307","20220310"
"110-04.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"110-04.140322.15","1","1","1","1","0","0","0","20220314","20220317"
"110-04.180322.16","0","0","0","0","1","0","0","20220318","20220318"
"110-04.210322.15","1","1","1","1","0","0","0","20220321","20220324"
"110-04.250322.16","0","0","0","0","1","0","0","20220325","20220325"
"110-04.280322.15","1","1","1","1","0","0","0","20220328","20220331"
"110-04.010422.16","0","0","0","0","1","0","0","20220401","20220401"
"110-04.040422.15","1","1","1","1","0","0","0","20220404","20220407"
"110-04.080422.16","0","0","0","0","1","0","0","20220408","20220408"
"110-04.110422.15","1","1","1","1","0","0","0","20220411","20220414"
"110-04.150422.16","0","0","0","0","1","0","0","20220415","20220415"
"110-04.180422.15","1","1","1","1","0","0","0","20220418","20220421"
"110-04.220422.16","0","0","0","0","1","0","0","20220422","20220422"
"110-04.250422.15","1","1","1","1","0","0","0","20220425","20220428"
"110-04.290422.16","0","0","0","0","1","0","0","20220429","20220429"
"110-04.020522.15","1","1","1","1","0","0","0","20220502","20220505"
"110-04.060522.16","0","0","0","0","1","0","0","20220506","20220506"
"110-04.090522.15","1","1","1","1","0","0","0","20220509","20220512"
"110-04.130522.16","0","0","0","0","1","0","0","20220513","20220513"
"110-04.160522.15","1","1","1","1","0","0","0","20220516","20220519"
"110-04.200522.16","0","0","0","0","1","0","0","20220520","20220520"
"110-04.230522.15","1","1","1","1","0","0","0","20220523","20220526"
"110-04.270522.16","0","0","0","0","1","0","0","20220527","20220527"
"110-04.300522.15","1","1","1","1","0","0","0","20220530","20220602"
"110-05.210222.15","1","1","1","1","0","0","0","20220221","20220224"
"110-05.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"110-05.280222.15","1","1","1","1","0","0","0","20220228","20220303"
"110-05.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"110-05.070322.15","1","1","1","1","0","0","0","20220307","20220310"
"110-05.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"110-05.140322.15","1","1","1","1","0","0","0","20220314","20220317"
"110-05.180322.16","0","0","0","0","1","0","0","20220318","20220318"
"110-05.210322.15","1","1","1","1","0","0","0","20220321","20220324"
"110-05.250322.16","0","0","0","0","1","0","0","20220325","20220325"
"110-05.280322.15","1","1","1","1","0","0","0","20220328","20220331"
"110-05.010422.16","0","0","0","0","1","0","0","20220401","20220401"
"110-05.040422.15","1","1","1","1","0","0","0","20220404","20220407"
"110-05.080422.16","0","0","0","0","1","0","0","20220408","20220408"
"110-05.110422.15","1","1","1","1","0","0","0","20220411","20220414"
"110-05.150422.16","0","0","0","0","1","0","0","20220415","20220415"
"110-05.180422.15","1","1","1","1","0","0","0","20220418","20220421"
"110-05.220422.16","0","0","0","0","1","0","0","20220422","20220422"
"110-05.250422.15","1","1","1","1","0","0","0","20220425","20220428"
"110-05.290422.16","0","0","0","0","1","0","0","20220429","20220429"
"110-05.020522.15","1","1","1","1","0","0","0","20220502","20220505"
"110-05.060522.16","0","0","0","0","1","0","0","20220506","20220506"
"110-05.090522.15","1","1","1","1","0","0","0","20220509","20220512"
"110-05.130522.16","0","0","0","0","1","0","0","20220513","20220513"
"110-05.160522.15","1","1","1","1","0","0","0","20220516","20220519"
"110-05.200522.16","0","0","0","0","1","0","0","20220520","20220520"
"110-05.230522.15","1","1","1","1","0","0","0","20220523","20220526"
"110-05.270522.16","0","0","0","0","1","0","0","20220527","20220527"
"110-05.300522.15","1","1","1","1","0","0","0","20220530","20220602"
"110-06.210222.15","1","1","1","1","0","0","0","20220221","20220224"
"110-06.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"110-06.280222.15","1","1","1","1","0","0","0","20220228","20220303"
"110-06.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"110-06.070322.15","1","1","1","1","0","0","0","20220307","20220310"
"110-06.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"110-06.140322.15","1","1","1","1","0","0","0","20220314","20220317"
"110-06.180322.16","0","0","0","0","1","0","0","20220318","20220318"
"110-06.210322.15","1","1","1","1","0","0","0","20220321","20220324"
"110-06.250322.16","0","0","0","0","1","0","0","20220325","20220325"
"110-06.280322.15","1","1","1","1","0","0","0","20220328","20220331"
"110-06.010422.16","0","0","0","0","1","0","0","20220401","20220401"
"110-06.040422.15","1","1","1","1","0","0","0","20220404","20220407"
"110-06.080422.16","0","0","0","0","1","0","0","20220408","20220408"
"110-06.110422.15","1","1","1","1","0","0","0","20220411","20220414"
"110-06.150422.16","0","0","0","0","1","0","0","20220415","20220415"
"110-06.180422.15","1","1","1","1","0","0","0","20220418","20220421"
"110-06.220422.16","0","0","0","0","1","0","0","20220422","20220422"
"110-06.250422.15","1","1","1","1","0","0","0","20220425","20220428"
"110-06.290422.16","0","0","0","0","1","0","0","20220429","20220429"
"110-06.020522.15","1","1","1","1","0","0","0","20220502","20220505"
"110-06.060522.16","0","0","0","0","1","0","0","20220506","20220506"
"110-06.090522.15","1","1","1","1","0","0","0","20220509","20220512"
"110-06.130522.16","0","0","0","0","1","0","0","20220513","20220513"
"110-06.160522.15","1","1","1","1","0","0","0","20220516","20220519"
"110-06.200522.16","0","0","0","0","1","0","0","20220520","20220520"
"110-06.230522.15","1","1","1","1","0","0","0","20220523","20220526"
"110-06.270522.16","0","0","0","0","1","0","0","20220527","20220527"
"110-06.300522.15","1","1","1","1","0","0","0","20220530","20220602"
"110-07.210222.15","1","1","1","1","0","0","0","20220221","20220224"
"110-07.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"110-07.280222.15","1","1","1","1","0","0","0","20220228","20220303"
"110-07.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"110-07.070322.15","1","1","1","1","0","0","0","20220307","20220310"
"110-07.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"110-07.140322.15","1","1","1","1","0","0","0","20220314","20220317"
"110-07.180322.16","0","0","0","0","1","0","0","20220318","20220318"
"110-07.210322.15","1","1","1","1","0","0","0","20220321","20220324"
"110-07.250322.16","0","0","0","0","1","0","0","20220325","20220325"
"110-07.280322.15","1","1","1","1","0","0","0","20220328","20220331"
"110-07.010422.16","0","0","0","0","1","0","0","20220401","20220401"
"110-07.040422.15","1","1","1","1","0","0","0","20220404","20220407"
"110-07.080422.16","0","0","0","0","1","0","0","20220408","20220408"
"110-07.110422.15","1","1","1","1","0","0","0","20220411","20220414"
"110-07.150422.16","0","0","0","0","1","0","0","20220415","20220415"
"110-07.180422.15","1","1","1","1","0","0","0","20220418","20220421"
"110-07.220422.16","0","0","0","0","1","0","0","20220422","20220422"
"110-07.250422.15","1","1","1","1","0","0","0","20220425","20220428"
"110-07.290422.16","0","0","0","0","1","0","0","20220429","20220429"
"110-07.020522.15","1","1","1","1","0","0","0","20220502","20220505"
"110-07.060522.16","0","0","0","0","1","0","0","20220506","20220506"
"110-07.090522.15","1","1","1","1","0","0","0","20220509","20220512"
"110-07.130522.16","0","0","0","0","1","0","0","20220513","20220513"
"110-07.160522.15","1","1","1","1","0","0","0","20220516","20220519"
"110-07.200522.16","0","0","0","0","1","0","0","20220520","20220520"
"110-07.230522.15","1","1","1","1","0","0","0","20220523","20220526"
"110-07.270522.16","0","0","0","0","1","0","0","20220527","20220527"
"110-07.300522.15","1","1","1","1","0","0","0","20220530","20220602"
"111-02.210222.15","1","1","1","1","0","0","0","20220221","20220224"
"111-02.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"111-02.280222.15","1","1","1","1","0","0","0","20220228","20220303"
"111-02.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"111-02.070322.15","1","1","1","1","0","0","0","20220307","20220310"
"111-02.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"111-02.140322.15","1","1","1","1","0","0","0","20220314","20220317"
"111-02.180322.16","0","0","0","0","1","0","0","20220318","20220318"
"111-02.210322.15","1","1","1","1","0","0","0","20220321","20220324"
"111-02.250322.16","0","0","0","0","1","0","0","20220325","20220325"
"111-02.280322.15","1","1","1","1","0","0","0","20220328","20220331"
"111-02.010422.16","0","0","0","0","1","0","0","20220401","20220401"
"111-02.040422.15","1","1","1","1","0","0","0","20220404","20220407"
"111-02.080422.16","0","0","0","0","1","0","0","20220408","20220408"
"111-02.110422.15","1","1","1","1","0","0","0","20220411","20220414"
"111-02.150422.16","0","0","0","0","1","0","0","20220415","20220415"
"111-02.180422.15","1","1","1","1","0","0","0","20220418","20220421"
"111-02.220422.16","0","0","0","0","1","0","0","20220422","20220422"
"111-02.250422.15","1","1","1","1","0","0","0","20220425","20220428"
"111-02.290422.16","0","0","0","0","1","0","0","20220429","20220429"
"111-02.020522.15","1","1","1","1","0","0","0","20220502","20220505"
"111-02.060522.16","0","0","0","0","1","0","0","20220506","20220506"
"111-02.090522.15","1","1","1","1","0","0","0","20220509","20220512"
"111-02.130522.16","0","0","0","0","1","0","0","20220513","20220513"
"111-02.160522.15","1","1","1","1","0","0","0","20220516","20220519"
"111-02.200522.16","0","0","0","0","1","0","0","20220520","20220520"
"111-02.230522.15","1","1","1","1","0","0","0","20220523","20220526"
"111-02.270522.16","0","0","0","0","1","0","0","20220527","20220527"
"111-02.300522.15","1","1","1","1","0","0","0","20220530","20220602"
"111-03.210222.15","1","1","1","1","0","0","0","20220221","20220224"
"111-03.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"111-03.280222.15","1","1","1","1","0","0","0","20220228","20220303"
"111-03.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"111-03.070322.15","1","1","1","1","0","0","0","20220307","20220310"
"111-03.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"111-03.140322.15","1","1","1","1","0","0","0","20220314","20220317"
"111-03.180322.16","0","0","0","0","1","0","0","20220318","20220318"
"111-03.210322.15","1","1","1","1","0","0","0","20220321","20220324"
"111-03.250322.16","0","0","0","0","1","0","0","20220325","20220325"
"111-03.280322.15","1","1","1","1","0","0","0","20220328","20220331"
"111-03.010422.16","0","0","0","0","1","0","0","20220401","20220401"
"111-03.040422.15","1","1","1","1","0","0","0","20220404","20220407"
"111-03.080422.16","0","0","0","0","1","0","0","20220408","20220408"
"111-03.110422.15","1","1","1","1","0","0","0","20220411","20220414"
"111-03.150422.16","0","0","0","0","1","0","0","20220415","20220415"
"111-03.180422.15","1","1","1","1","0","0","0","20220418","20220421"
"111-03.220422.16","0","0","0","0","1","0","0","20220422","20220422"
"111-03.250422.15","1","1","1","1","0","0","0","20220425","20220428"
"111-03.290422.16","0","0","0","0","1","0","0","20220429","20220429"
"111-03.020522.15","1","1","1","1","0","0","0","20220502","20220505"
"111-03.060522.16","0","0","0","0","1","0","0","20220506","20220506"
"111-03.090522.15","1","1","1","1","0","0","0","20220509","20220512"
"111-03.130522.16","0","0","0","0","1","0","0","20220513","20220513"
"111-03.160522.15","1","1","1","1","0","0","0","20220516","20220519"
"111-03.200522.16","0","0","0","0","1","0","0","20220520","20220520"
"111-03.230522.15","1","1","1","1","0","0","0","20220523","20220526"
"111-03.270522.16","0","0","0","0","1","0","0","20220527","20220527"
"111-03.300522.15","1","1","1","1","0","0","0","20220530","20220602"
"111-04.210222.15","1","1","1","1","0","0","0","20220221","20220224"
"111-04.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"111-04.280222.15","1","1","1","1","0","0","0","20220228","20220303"
"111-04.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"111-04.070322.15","1","1","1","1","0","0","0","20220307","20220310"
"111-04.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"111-04.140322.15","1","1","1","1","0","0","0","20220314","20220317"
"111-04.180322.16","0","0","0","0","1","0","0","20220318","20220318"
"111-04.210322.15","1","1","1","1","0","0","0","20220321","20220324"
"111-04.250322.16","0","0","0","0","1","0","0","20220325","20220325"
"111-04.280322.15","1","1","1","1","0","0","0","20220328","20220331"
"111-04.010422.16","0","0","0","0","1","0","0","20220401","20220401"
"111-04.040422.15","1","1","1","1","0","0","0","20220404","20220407"
"111-04.080422.16","0","0","0","0","1","0","0","20220408","20220408"
"111-04.110422.15","1","1","1","1","0","0","0","20220411","20220414"
"111-04.150422.16","0","0","0","0","1","0","0","20220415","20220415"
"111-04.180422.15","1","1","1","1","0","0","0","20220418","20220421"
"111-04.220422.16","0","0","0","0","1","0","0","20220422","20220422"
"111-04.250422.15","1","1","1","1","0","0","0","20220425","20220428"
"111-04.290422.16","0","0","0","0","1","0","0","20220429","20220429"
"111-04.020522.15","1","1","1","1","0","0","0","20220502","20220505"
"111-04.060522.16","0","0","0","0","1","0","0","20220506","20220506"
"111-04.090522.15","1","1","1","1","0","0","0","20220509","20220512"
"111-04.130522.16","0","0","0","0","1","0","0","20220513","20220513"
"111-04.160522.15","1","1","1","1","0","0","0","20220516","20220519"
"111-04.200522.16","0","0","0","0","1","0","0","20220520","20220520"
"111-04.230522.15","1","1","1","1","0","0","0","20220523","20220526"
"111-04.270522.16","0","0","0","0","1","0","0","20220527","20220527"
"111-04.300522.15","1","1","1","1","0","0","0","20220530","20220602"
"111-05.210222.15","1","1","1","1","0","0","0","20220221","20220224"
"111-05.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"111-05.280222.15","1","1","1","1","0","0","0","20220228","20220303"
"111-05.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"111-05.070322.15","1","1","1","1","0","0","0","20220307","20220310"
"111-05.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"111-05.140322.15","1","1","1","1","0","0","0","20220314","20220317"
"111-05.180322.16","0","0","0","0","1","0","0","20220318","20220318"
"111-05.210322.15","1","1","1","1","0","0","0","20220321","20220324"
