"shape_id","shape_pt_lat","shape_pt_lon","shape_pt_sequence","shape_dist_traveled"
"SMNW.OUTBOUND","-33.713921","150.9354571","397","30670.72"
"SMNW.OUTBOUND","-33.7138117","150.9354028","398","30683.84"
"SMNW.OUTBOUND","-33.7137071","150.9353518","399","30696.37"
"SMNW.OUTBOUND","-33.7135997","150.9352961","400","30709.35"
"SMNW.OUTBOUND","-33.7134405","150.9352173","401","30728.46"
"SMNW.OUTBOUND","-33.7132826","150.9351375","402","30747.48"
"SMNW.OUTBOUND","-33.7129668","150.9349777","403","30785.51"
"SMNW.OUTBOUND","-33.7121448","150.9345704","404","30884.19"
"SMNW.OUTBOUND","-33.7115852","150.9342698","405","30952.22"
"SMNW.OUTBOUND","-33.7112148","150.9340464","406","30998.23"
"SMNW.OUTBOUND","-33.7107843","150.933786","407","31051.74"
"SMNW.OUTBOUND","-33.7102025","150.9334361","408","31123.96"
"SMNW.OUTBOUND","-33.7098925","150.9332479","409","31162.52"
"SMNW.OUTBOUND","-33.7089266","150.932657","410","31282.84"
"SMNW.OUTBOUND","-33.7086331","150.9324917","411","31318.82"
"SMNW.OUTBOUND","-33.7084274","150.9323734","412","31344.14"
"SMNW.OUTBOUND","-33.7082725","150.9322927","413","31362.88"
"SMNW.OUTBOUND","-33.7079837","150.9321413","414","31397.85"
"SMNW.OUTBOUND","-33.7078732","150.9320898","415","31411.0"
"SMNW.OUTBOUND","-33.7077962","150.9320542","416","31420.16"
"SMNW.OUTBOUND","-33.7074964","150.931925","417","31455.5"
"SMNW.OUTBOUND","-33.7074079","150.9318899","418","31465.84"
"SMNW.OUTBOUND","-33.7073713","150.9318761","419","31470.1"
"SMNW.OUTBOUND","-33.7071407","150.931788","420","31496.95"
"SMNW.OUTBOUND","-33.7067688","150.9316473","421","31540.21"
"SMNW.OUTBOUND","-33.7061921","150.9314701","422","31606.25"
"SMNW.OUTBOUND","-33.7046633","150.9309726","423","31781.98"
"SMNW.OUTBOUND","-33.704132","150.9307833","424","31843.47"
"SMNW.OUTBOUND","-33.7039271","150.93071","425","31867.19"
"SMNW.OUTBOUND","-33.7035332","150.9305611","426","31913.01"
"SMNW.OUTBOUND","-33.7033776","150.9305042","427","31931.06"
"SMNW.OUTBOUND","-33.7030715","150.9303904","428","31966.61"
"SMNW.OUTBOUND","-33.7027583","150.930273","429","32003.02"
"SMNW.OUTBOUND","-33.7013893","150.929763","430","32162.05"
"SMNW.OUTBOUND","-33.6995695","150.9290714","431","32373.84"
"SMNW.OUTBOUND","-33.6986434","150.9287251","432","32481.46"
"SMNW.OUTBOUND","-33.6985106","150.9286763","433","32496.87"
"SMNW.OUTBOUND","-33.6980217","150.9284967","434","32553.59"
"SMNW.OUTBOUND","-33.6975596","150.9283195","435","32607.42"
"SMNW.OUTBOUND","-33.6969446","150.9280402","436","32680.38"
"SMNW.OUTBOUND","-33.6967219","150.9279254","437","32707.28"
"SMNW.OUTBOUND","-33.6965039","150.9278034","438","32733.97"
"SMNW.OUTBOUND","-33.69628","150.927674","439","32761.55"
"SMNW.OUTBOUND","-33.6960461","150.9275378","440","32790.4"
"SMNW.OUTBOUND","-33.6958794","150.9274326","441","32811.31"
"SMNW.OUTBOUND","-33.6954424","150.9271247","442","32867.56"
"SMNW.OUTBOUND","-33.6952176","150.9269571","443","32896.94"
"SMNW.OUTBOUND","-33.6947798","150.9266033","444","32955.54"
"SMNW.OUTBOUND","-33.6937952","150.9257857","445","33088.48"
"SMNW.OUTBOUND","-33.6931172","150.9252183","446","33180.26"
"SMNW.OUTBOUND","-33.6925839","150.9247656","447","33252.79"
"SMNW.OUTBOUND","-33.6916356","150.9239816","448","33380.64"
"SMNW.OUTBOUND","-33.691028","150.9234711","449","33463.0"
"SMNW.OUTBOUND","-33.6908796","150.9233413","450","33483.39"
"SMNW.OUTBOUND","-33.690458","150.9229697","451","33541.47"
"SMNW.OUTBOUND","-33.6901893","150.9227269","452","33578.82"
"SMNW.OUTBOUND","-33.6900452","150.9225454","453","33602.03"
"SMNW.OUTBOUND","-33.6897361","150.9221244","454","33653.98"
"SMNW.OUTBOUND","-33.6895893","150.921885","455","33681.51"
"SMNW.OUTBOUND","-33.6895003","150.9216973","456","33701.52"
"SMNW.OUTBOUND","-33.6893169","150.9213058","457","33743.13"
"SMNW.OUTBOUND","-33.6892358","150.9210737","458","33766.46"
"SMNW.OUTBOUND","-33.689166","150.9208404","459","33789.43"
"SMNW.OUTBOUND","-33.6891178","150.9206119","460","33811.28"
"SMNW.OUTBOUND","-33.6890232","150.9199902","461","33869.87"
"SMNW.OUTBOUND","-33.6890082","150.9195544","462","33910.31"
"SMNW.OUTBOUND","-33.6890196","150.9191362","463","33949.11"
"SMNW.OUTBOUND","-33.6890497","150.9188436","464","33976.44"
"SMNW.OUTBOUND","-33.6890905","150.9185444","465","34004.55"
"SMNW.OUTBOUND","-33.6892085","150.9178963","466","34066.05"
"SMNW.OUTBOUND","-33.6900813","150.9138937","467","34449.59"
"SMNW.OUTBOUND","-33.6901387","150.9135972","468","34477.81"
"SMNW.OUTBOUND","-33.6901933","150.9132405","469","34511.43"
"SMNW.OUTBOUND","-33.6902202","150.9129576","470","34537.83"
"SMNW.OUTBOUND","-33.6902389","150.9126759","471","34564.03"
"SMNW.OUTBOUND","-33.6902475","150.9124578","472","34584.28"
"SMNW.OUTBOUND","-33.690249","150.9110936","473","34710.76"
"SMNW.OUTBOUND","-33.6902851","150.9105798","474","34758.57"
"SMNW.OUTBOUND","-33.6903768","150.9101032","475","34803.92"
"SMNW.OUTBOUND","-33.6904915","150.9095712","476","34854.86"
"SMNW.OUTBOUND","-33.6906373","150.9090922","477","34902.12"
"SMNW.OUTBOUND","-33.6907851","150.9086313","478","34947.89"
"SMNW.OUTBOUND","-33.6910403","150.9080424","479","35009.4"
"SMNW.OUTBOUND","-33.6911262","150.9078264","480","35031.57"
"SMNW.OUTBOUND","-33.6912188","150.9075622","481","35058.14"
"SMNW.OUTBOUND","-33.6913287","150.9072283","482","35091.41"
"SMNW.OUTBOUND","-33.6914381","150.906893","483","35124.78"
"SMNW.OUTBOUND","-33.6916923","150.9060462","484","35208.2"
"SMNW.INBOUND","-33.691605","150.905863","1","0.0"
"SMNW.INBOUND","-33.6914364","150.906313","2","45.72"
"SMNW.INBOUND","-33.6911686","150.9071887","3","132.18"
"SMNW.INBOUND","-33.6910403","150.9076052","4","173.33"
"SMNW.INBOUND","-33.6909382","150.9079247","5","205.05"
"SMNW.INBOUND","-33.6908869","150.9080853","6","220.99"
"SMNW.INBOUND","-33.6907775","150.9084487","7","256.8"
"SMNW.INBOUND","-33.6906808","150.9087739","8","288.8"
"SMNW.INBOUND","-33.6905984","150.9090509","9","316.06"
"SMNW.INBOUND","-33.6904946","150.9094036","10","350.73"
"SMNW.INBOUND","-33.6903931","150.909818","11","390.77"
"SMNW.INBOUND","-33.6902904","150.9103424","12","440.71"
"SMNW.INBOUND","-33.6902391","150.9106522","13","469.99"
"SMNW.INBOUND","-33.6902134","150.9109324","14","496.13"
"SMNW.INBOUND","-33.6901989","150.9113535","15","535.2"
"SMNW.INBOUND","-33.6902023","150.9123165","16","624.49"
"SMNW.INBOUND","-33.69018","150.9128368","17","672.8"
"SMNW.INBOUND","-33.6901532","150.9131292","18","700.07"
"SMNW.INBOUND","-33.6901309","150.9133652","19","722.09"
"SMNW.INBOUND","-33.6900822","150.9136051","20","744.98"
"SMNW.INBOUND","-33.6900164","150.9139419","21","777.05"
"SMNW.INBOUND","-33.6891451","150.9178824","22","1154.98"
"SMNW.INBOUND","-33.689027","150.9185173","23","1215.29"
"SMNW.INBOUND","-33.6889814","150.9188399","24","1245.62"
"SMNW.INBOUND","-33.6889559","150.9191367","25","1273.29"
"SMNW.INBOUND","-33.6889409","150.9195497","26","1311.62"
"SMNW.INBOUND","-33.6889627","150.9199938","27","1352.86"
"SMNW.INBOUND","-33.6890517","150.9205847","28","1408.53"
"SMNW.INBOUND","-33.6891102","150.9208398","29","1433.06"
"SMNW.INBOUND","-33.6891584","150.9210255","30","1451.09"
"SMNW.INBOUND","-33.6892151","150.9211976","31","1468.24"
"SMNW.INBOUND","-33.6893046","150.9214137","32","1490.6"
"SMNW.INBOUND","-33.6895594","150.9219489","33","1547.71"
"SMNW.INBOUND","-33.6896579","150.9221182","34","1566.84"
"SMNW.INBOUND","-33.6897309","150.9222272","35","1579.79"
"SMNW.INBOUND","-33.6898048","150.9223436","36","1593.34"
"SMNW.INBOUND","-33.6899824","150.9225638","37","1621.71"
"SMNW.INBOUND","-33.6901547","150.9227675","38","1648.58"
"SMNW.INBOUND","-33.6903517","150.922966","39","1677.15"
"SMNW.INBOUND","-33.6919617","150.924328","40","1895.86"
"SMNW.INBOUND","-33.692838","150.9250612","41","2014.47"
"SMNW.INBOUND","-33.6937825","150.9258538","42","2142.44"
"SMNW.INBOUND","-33.6945438","150.9264884","43","2245.35"
"SMNW.INBOUND","-33.6949271","150.9268063","44","2297.09"
"SMNW.INBOUND","-33.6953103","150.9271011","45","2347.62"
"SMNW.INBOUND","-33.6954292","150.9271934","46","2363.34"
"SMNW.INBOUND","-33.6960358","150.9275983","47","2440.39"
"SMNW.INBOUND","-33.6964971","150.9278713","48","2497.47"
"SMNW.INBOUND","-33.6968648","150.9280631","49","2541.96"
"SMNW.INBOUND","-33.6969545","150.9281065","50","2552.69"
"SMNW.INBOUND","-33.6971319","150.9281943","51","2573.99"
"SMNW.INBOUND","-33.6973971","150.928302","52","2605.05"
"SMNW.INBOUND","-33.6978617","150.9284946","53","2659.59"
"SMNW.INBOUND","-33.6983622","150.9286861","54","2717.87"
"SMNW.INBOUND","-33.699579","150.929142","55","2859.3"
"SMNW.INBOUND","-33.7012796","150.9297851","56","3057.12"
"SMNW.INBOUND","-33.7029425","150.9304019","57","3250.23"
"SMNW.INBOUND","-33.7033994","150.930562","58","3303.04"
"SMNW.INBOUND","-33.7038904","150.9307511","59","3360.25"
"SMNW.INBOUND","-33.7043846","150.9309276","60","3417.45"
"SMNW.INBOUND","-33.7046742","150.931024","61","3450.79"
"SMNW.INBOUND","-33.704965","150.9311104","62","3484.03"
"SMNW.INBOUND","-33.7052264","150.9311953","63","3514.07"
"SMNW.INBOUND","-33.7057264","150.9313559","64","3571.49"
"SMNW.INBOUND","-33.7061525","150.9314996","65","3620.6"
"SMNW.INBOUND","-33.7065494","150.931624","66","3666.11"
"SMNW.INBOUND","-33.7069334","150.9317556","67","3710.41"
"SMNW.INBOUND","-33.7070555","150.9318031","68","3724.65"
"SMNW.INBOUND","-33.7074439","150.9319641","69","3770.24"
"SMNW.INBOUND","-33.7076213","150.9320447","70","3791.29"
"SMNW.INBOUND","-33.7079411","150.9321948","71","3829.39"
"SMNW.INBOUND","-33.7082995","150.9323699","72","3872.33"
"SMNW.INBOUND","-33.7086289","150.9325529","73","3912.61"
"SMNW.INBOUND","-33.7102353","150.933521","74","4112.12"
"SMNW.INBOUND","-33.7107239","150.9338175","75","4172.88"
"SMNW.INBOUND","-33.7112294","150.9341206","76","4235.6"
"SMNW.INBOUND","-33.7116708","150.9344064","77","4291.26"
"SMNW.INBOUND","-33.7121873","150.9346613","78","4353.23"
"SMNW.INBOUND","-33.7129487","150.9350411","79","4444.73"
"SMNW.INBOUND","-33.7135683","150.9353479","80","4519.1"
"SMNW.INBOUND","-33.7136789","150.9354037","81","4532.42"
"SMNW.INBOUND","-33.7137897","150.9354614","82","4545.82"
"SMNW.INBOUND","-33.7140029","150.9355688","83","4571.48"
"SMNW.INBOUND","-33.7141671","150.935651","84","4591.22"
"SMNW.INBOUND","-33.714512","150.935824","85","4632.7"
"SMNW.INBOUND","-33.7149413","150.9360521","86","4684.8"
"SMNW.INBOUND","-33.7155817","150.9363729","87","4761.81"
"SMNW.INBOUND","-33.7157858","150.9364791","88","4786.49"
"SMNW.INBOUND","-33.7162575","150.9366916","89","4842.4"
"SMNW.INBOUND","-33.7174275","150.9372736","90","4982.93"
"SMNW.INBOUND","-33.7177718","150.9374436","91","5024.25"
"SMNW.INBOUND","-33.7183723","150.9377555","92","5096.86"
"SMNW.INBOUND","-33.7192709","150.9381515","93","5203.07"
"SMNW.INBOUND","-33.7200325","150.9384931","94","5293.28"
"SMNW.INBOUND","-33.7203496","150.9386364","95","5330.88"
"SMNW.INBOUND","-33.7208137","150.9388414","96","5385.75"
"SMNW.INBOUND","-33.7212855","150.9390507","97","5441.56"
"SMNW.INBOUND","-33.7216787","150.9392255","98","5488.09"
"SMNW.INBOUND","-33.722615","150.9396445","99","5598.96"
"SMNW.INBOUND","-33.7230074","150.9398209","100","5645.46"
"SMNW.INBOUND","-33.723631","150.9400971","101","5719.21"
"SMNW.INBOUND","-33.7237021","150.9401288","102","5727.62"
"SMNW.INBOUND","-33.7244415","150.9404599","103","5815.19"
"SMNW.INBOUND","-33.7254839","150.9409211","104","5938.46"
"SMNW.INBOUND","-33.7259131","150.9411228","105","5989.6"
"SMNW.INBOUND","-33.7259603","150.9411462","106","5995.27"
"SMNW.INBOUND","-33.7261134","150.9412204","107","6013.59"
"SMNW.INBOUND","-33.7262332","150.9412875","108","6028.26"
"SMNW.INBOUND","-33.7263764","150.9413677","109","6045.8"
"SMNW.INBOUND","-33.7267589","150.9416053","110","6093.6"
"SMNW.INBOUND","-33.7272146","150.9419656","111","6154.18"
"SMNW.INBOUND","-33.7276001","150.9422715","112","6205.48"
"SMNW.INBOUND","-33.7282889","150.9428404","113","6298.31"
"SMNW.INBOUND","-33.7288102","150.9432086","114","6365.45"
"SMNW.INBOUND","-33.7290275","150.9433431","115","6392.58"
"SMNW.INBOUND","-33.72938","150.943527","116","6435.23"
"SMNW.INBOUND","-33.7300066","150.9438225","117","6509.94"
"SMNW.INBOUND","-33.7311874","150.9443773","118","6650.64"
"SMNW.INBOUND","-33.7317241","150.9446348","119","6714.77"
"SMNW.INBOUND","-33.731786","150.9446628","120","6722.11"
"SMNW.INBOUND","-33.7321047","150.944825","121","6760.53"
"SMNW.INBOUND","-33.7322387","150.9449051","122","6777.14"
"SMNW.INBOUND","-33.7323727","150.9449999","123","6794.4"
"SMNW.INBOUND","-33.7326046","150.9451802","124","6825.08"
"SMNW.INBOUND","-33.7329542","150.9454812","125","6872.84"
"SMNW.INBOUND","-33.7338399","150.9462668","126","6995.12"
"SMNW.INBOUND","-33.7341817","150.946614","127","7044.85"
"SMNW.INBOUND","-33.7344592","150.9469373","128","7087.8"
"SMNW.INBOUND","-33.7345377","150.9470402","129","7100.71"
"SMNW.INBOUND","-33.7347983","150.9473956","130","7144.53"
"SMNW.INBOUND","-33.7350544","150.9478047","131","7191.91"
"SMNW.INBOUND","-33.7355487","150.9486979","132","7291.19"
"SMNW.INBOUND","-33.7356982","150.9490115","133","7324.65"
"SMNW.INBOUND","-33.7359269","150.9494939","134","7376.05"
"SMNW.INBOUND","-33.7362089","150.9501763","135","7446.6"
"SMNW.INBOUND","-33.7364655","150.9508641","136","7516.4"
"SMNW.INBOUND","-33.7366948","150.9515855","137","7587.93"
"SMNW.INBOUND","-33.7368046","150.9519653","138","7625.17"
"SMNW.INBOUND","-33.7370509","150.9529759","139","7722.73"
"SMNW.INBOUND","-33.737188","150.9536872","140","7790.37"
"SMNW.INBOUND","-33.7372632","150.9541759","141","7836.42"
"SMNW.INBOUND","-33.7373612","150.9549455","142","7908.56"
"SMNW.INBOUND","-33.7374143","150.9555067","143","7960.9"
"SMNW.INBOUND","-33.7374545","150.956098","144","8015.88"
"SMNW.INBOUND","-33.737463","150.9563612","145","8040.28"
"SMNW.INBOUND","-33.7374521","150.9579725","146","8189.61"
"SMNW.INBOUND","-33.7372846","150.9589622","147","8283.18"
"SMNW.INBOUND","-33.7371556","150.9594845","148","8333.65"
"SMNW.INBOUND","-33.7370925","150.9596733","149","8352.5"
"SMNW.INBOUND","-33.736865","150.9602996","150","8415.78"
"SMNW.INBOUND","-33.7366579","150.960757","151","8463.99"
"SMNW.INBOUND","-33.7360058","150.961813","152","8585.68"
"SMNW.INBOUND","-33.735694","150.962219","153","8636.79"
"SMNW.INBOUND","-33.7349664","150.9630619","154","8749.1"
"SMNW.INBOUND","-33.7345875","150.9634821","155","8806.39"
"SMNW.INBOUND","-33.7342035","150.9639028","156","8864.14"
"SMNW.INBOUND","-33.7337399","150.9644343","157","8935.34"
"SMNW.INBOUND","-33.7332883","150.9649722","158","9006.01"
"SMNW.INBOUND","-33.7329046","150.9654094","159","9064.77"
"SMNW.INBOUND","-33.7325019","150.9658687","160","9126.47"
"SMNW.INBOUND","-33.7324138","150.9659713","161","9140.1"
"SMNW.INBOUND","-33.7319457","150.9665688","162","9216.01"
"SMNW.INBOUND","-33.7317156","150.9668751","163","9254.18"
"SMNW.INBOUND","-33.7315996","150.9670883","164","9277.76"
"SMNW.INBOUND","-33.731537","150.9672028","165","9290.44"
"SMNW.INBOUND","-33.7314","150.9674638","166","9319.01"
"SMNW.INBOUND","-33.7312766","150.9677222","167","9346.59"
"SMNW.INBOUND","-33.7311022","150.9681612","168","9391.64"
"SMNW.INBOUND","-33.7309543","150.9685765","169","9433.48"
"SMNW.INBOUND","-33.7308063","150.9691349","170","9487.77"
"SMNW.INBOUND","-33.7306771","150.9698622","171","9556.68"
"SMNW.INBOUND","-33.7301715","150.9734217","172","9891.29"
"SMNW.INBOUND","-33.729792","150.9761615","173","10148.67"
"SMNW.INBOUND","-33.7295984","150.97753","174","10277.3"
"SMNW.INBOUND","-33.7294086","150.9789068","175","10406.62"
"SMNW.INBOUND","-33.7290302","150.9816421","176","10663.57"
"SMNW.INBOUND","-33.7287095","150.9838848","177","10874.44"
"SMNW.INBOUND","-33.7286012","150.9845149","178","10934.06"
"SMNW.INBOUND","-33.7283081","150.9855552","179","11035.81"
"SMNW.INBOUND","-33.7282612","150.985712","180","11051.24"
"SMNW.INBOUND","-33.7279891","150.9865578","181","11135.24"
"SMNW.INBOUND","-33.7278838","150.9868817","182","11167.45"
"SMNW.INBOUND","-33.7277886","150.9872015","183","11198.91"
"SMNW.INBOUND","-33.727368","150.988569","184","11333.97"
"SMNW.INBOUND","-33.7272654","150.9889188","185","11368.32"
"SMNW.INBOUND","-33.7271954","150.9892281","186","11398.02"
"SMNW.INBOUND","-33.7271148","150.9896055","187","11434.12"
"SMNW.INBOUND","-33.7270578","150.9899905","188","11470.36"
"SMNW.INBOUND","-33.7270389","150.990323","189","11501.25"
"SMNW.INBOUND","-33.7270377","150.9906591","190","11532.4"
"SMNW.INBOUND","-33.7270675","150.991225","191","11584.95"
"SMNW.INBOUND","-33.7271239","150.9916593","192","11625.68"
"SMNW.INBOUND","-33.7271956","150.992012","193","11659.32"
"SMNW.INBOUND","-33.7272532","150.9922227","194","11679.87"
"SMNW.INBOUND","-33.7273345","150.9925358","195","11710.26"
"SMNW.INBOUND","-33.7274616","150.9928388","196","11741.68"
"SMNW.INBOUND","-33.7275317","150.993003","197","11758.77"
"SMNW.INBOUND","-33.7276554","150.9932755","198","11787.51"
"SMNW.INBOUND","-33.727893","150.9936929","199","11834.32"
"SMNW.INBOUND","-33.7281125","150.9940785","200","11877.56"
"SMNW.INBOUND","-33.7283136","150.9944259","201","11916.73"
"SMNW.INBOUND","-33.7290581","150.9957137","202","12061.86"
"SMNW.INBOUND","-33.7294759","150.9964375","203","12143.39"
"SMNW.INBOUND","-33.7296701","150.9967684","204","12180.87"
"SMNW.INBOUND","-33.7306883","150.9985213","205","12378.72"
"SMNW.INBOUND","-33.7311245","150.9992912","206","12464.93"
"SMNW.INBOUND","-33.7313448","150.999726","207","12512.05"
"SMNW.INBOUND","-33.7316677","151.0005569","208","12596.97"
"SMNW.INBOUND","-33.7317413","151.0007621","209","12617.67"
"SMNW.INBOUND","-33.7318036","151.0009698","210","12638.12"
"SMNW.INBOUND","-33.7319688","151.0015748","211","12697.11"
"SMNW.INBOUND","-33.7320934","151.0022369","212","12760.0"
"SMNW.INBOUND","-33.7321688","151.0030487","213","12835.7"
"SMNW.INBOUND","-33.7321612","151.0043172","214","12953.26"
"SMNW.INBOUND","-33.7320672","151.0051097","215","13027.44"
"SMNW.INBOUND","-33.7317502","151.0065155","216","13162.38"
"SMNW.INBOUND","-33.7314763","151.0076126","217","13268.5"
"SMNW.INBOUND","-33.7313964","151.0079198","218","13298.31"
"SMNW.INBOUND","-33.730704","151.0106107","219","13559.25"
"SMNW.INBOUND","-33.7303333","151.0121471","220","13707.46"
"SMNW.INBOUND","-33.7302757","151.0124981","221","13740.61"
"SMNW.INBOUND","-33.730249","151.012812","222","13769.85"
"SMNW.INBOUND","-33.7302332","151.013536","223","13836.97"
"SMNW.INBOUND","-33.7302413","151.0138324","224","13864.45"
"SMNW.INBOUND","-33.7303672","151.0150436","225","13977.57"
"SMNW.INBOUND","-33.7305344","151.0162975","226","14095.24"
"SMNW.INBOUND","-33.7309299","151.0186276","227","14315.59"
"SMNW.INBOUND","-33.7314288","151.0217185","228","14607.34"
"SMNW.INBOUND","-33.7316514","151.0231991","229","14746.76"
"SMNW.INBOUND","-33.7318681","151.0243907","230","14859.77"
"SMNW.INBOUND","-33.7320824","151.0253477","231","14951.59"
"SMNW.INBOUND","-33.7323647","151.0261801","232","15034.85"
"SMNW.INBOUND","-33.7325296","151.02659","233","15077.01"
"SMNW.INBOUND","-33.7327049","151.0268989","234","15111.61"
"SMNW.INBOUND","-33.732844","151.0271452","235","15139.16"
"SMNW.INBOUND","-33.7329733","151.027342","236","15162.36"
"SMNW.INBOUND","-33.7334465","151.0279356","237","15238.4"
"SMNW.INBOUND","-33.7337007","151.0282262","238","15277.39"
"SMNW.INBOUND","-33.7338007","151.0283336","239","15292.29"
"SMNW.INBOUND","-33.7345755","151.0291662","240","15407.78"
"SMNW.INBOUND","-33.7352505","151.0299353","241","15511.15"
"SMNW.INBOUND","-33.7353972","151.030117","242","15534.57"
"SMNW.INBOUND","-33.7355901","151.0303863","243","15567.44"
"SMNW.INBOUND","-33.7359307","151.0309022","244","15628.38"
"SMNW.INBOUND","-33.7367407","151.032173","245","15776.5"
"SMNW.INBOUND","-33.7375794","151.0334947","246","15930.3"
"SMNW.INBOUND","-33.7376602","151.0336239","247","15945.26"
"SMNW.INBOUND","-33.7378017","151.033823","248","15969.48"
"SMNW.INBOUND","-33.7379073","151.0340271","249","15991.72"
"SMNW.INBOUND","-33.7384481","151.0352997","250","16124.03"
"SMNW.INBOUND","-33.7386491","151.0358112","251","16176.41"
"SMNW.INBOUND","-33.7389491","151.0365754","252","16254.66"
"SMNW.INBOUND","-33.7391062","151.036965","253","16294.74"
"SMNW.INBOUND","-33.7393057","151.0374856","254","16347.82"
"SMNW.INBOUND","-33.7397122","151.0385355","255","16455.05"
"SMNW.INBOUND","-33.740026","151.0393239","256","16535.97"
"SMNW.INBOUND","-33.7402795","151.039959","257","16601.2"
"SMNW.INBOUND","-33.7405812","151.0407195","258","16679.21"
"SMNW.INBOUND","-33.7409096","151.0415469","259","16764.09"
"SMNW.INBOUND","-33.7410317","151.0418691","260","16796.88"
"SMNW.INBOUND","-33.7415959","151.0432925","261","16942.87"
"SMNW.INBOUND","-33.7420086","151.0443264","262","17049.05"
"SMNW.INBOUND","-33.7423328","151.0449386","263","17116.21"
"SMNW.INBOUND","-33.7427615","151.0455679","264","17191.46"
"SMNW.INBOUND","-33.7433465","151.0463328","265","17287.55"
"SMNW.INBOUND","-33.7438685","151.0470288","266","17374.22"
"SMNW.INBOUND","-33.7450493","151.0485102","267","17563.94"
"SMNW.INBOUND","-33.7482852","151.0526871","268","18091.78"
"SMNW.INBOUND","-33.7494753","151.0543057","269","18291.57"
"SMNW.INBOUND","-33.750912","151.0566191","270","18558.66"
"SMNW.INBOUND","-33.7526558","151.0592317","271","18868.51"
"SMNW.INBOUND","-33.7542853","151.0616585","272","19157.0"
"SMNW.INBOUND","-33.7550815","151.0628504","273","19298.39"
"SMNW.INBOUND","-33.7554575","151.0634191","274","19365.59"
"SMNW.INBOUND","-33.7556383","151.0636897","275","19397.7"
"SMNW.INBOUND","-33.7557616","151.0638725","276","19419.47"
"SMNW.INBOUND","-33.755977","151.0641966","277","19457.84"
"SMNW.INBOUND","-33.7563322","151.0647346","278","19521.37"
"SMNW.INBOUND","-33.7567338","151.0653226","279","19591.74"
"SMNW.INBOUND","-33.7574155","151.0661307","280","19698.15"
"SMNW.INBOUND","-33.7576837","151.0664248","281","19738.49"
"SMNW.INBOUND","-33.7585735","151.067418","282","19873.43"
"SMNW.INBOUND","-33.7590503","151.0679632","283","19946.56"
"SMNW.INBOUND","-33.7591778","151.0681209","284","19966.89"
"SMNW.INBOUND","-33.7593485","151.0683401","285","19994.66"
"SMNW.INBOUND","-33.7595398","151.0685902","286","20026.07"
"SMNW.INBOUND","-33.7596968","151.0688114","287","20052.97"
"SMNW.INBOUND","-33.760144","151.0694787","288","20132.23"
"SMNW.INBOUND","-33.7604757","151.0700083","289","20193.55"
"SMNW.INBOUND","-33.760939","151.0708598","290","20287.7"
"SMNW.INBOUND","-33.7618895","151.0728198","291","20497.67"
"SMNW.INBOUND","-33.7620431","151.0731348","292","20531.46"
"SMNW.INBOUND","-33.7620947","151.0732267","293","20541.72"
"SMNW.INBOUND","-33.7622447","151.0734942","294","20571.57"
"SMNW.INBOUND","-33.7623912","151.0737521","295","20600.46"
"SMNW.INBOUND","-33.7625877","151.074083","296","20638.07"
"SMNW.INBOUND","-33.7627429","151.0743183","297","20665.85"
"SMNW.INBOUND","-33.7629844","151.0746833","298","20708.99"
"SMNW.INBOUND","-33.7634505","151.075387","299","20792.19"
"SMNW.INBOUND","-33.7636535","151.075691","300","20828.25"
"SMNW.INBOUND","-33.7641584","151.0764104","301","20915.3"
"SMNW.INBOUND","-33.7646829","151.077023","302","20996.57"
"SMNW.INBOUND","-33.7649225","151.0772644","303","21031.3"
"SMNW.INBOUND","-33.7651367","151.0774753","304","21062.06"
"SMNW.INBOUND","-33.7653533","151.0776883","305","21093.15"
"SMNW.INBOUND","-33.765607","151.0779324","306","21129.25"
"SMNW.INBOUND","-33.7661516","151.0784715","307","21207.63"
"SMNW.INBOUND","-33.767471","151.0797507","308","21395.94"
"SMNW.INBOUND","-33.7678416","151.0801114","309","21448.91"
"SMNW.INBOUND","-33.7680909","151.0803545","310","21484.57"
"SMNW.INBOUND","-33.7682732","151.0805325","311","21510.66"
"SMNW.INBOUND","-33.7687558","151.0809914","312","21579.02"
"SMNW.INBOUND","-33.7689008","151.0811145","313","21598.73"
"SMNW.INBOUND","-33.7690421","151.0812231","314","21617.36"
"SMNW.INBOUND","-33.769171","151.0813144","315","21633.97"
"SMNW.INBOUND","-33.7693245","151.0814215","316","21653.67"
"SMNW.INBOUND","-33.7696449","151.0815822","317","21692.2"
"SMNW.INBOUND","-33.76985","151.0816713","318","21716.4"
"SMNW.INBOUND","-33.7699047","151.0816884","319","21722.68"
"SMNW.INBOUND","-33.7701516","151.0817674","320","21751.02"
"SMNW.INBOUND","-33.7703899","151.0818151","321","21777.82"
"SMNW.INBOUND","-33.7706685","151.0818525","322","21808.92"
"SMNW.INBOUND","-33.7709336","151.081866","323","21838.35"
"SMNW.INBOUND","-33.771213","151.0818759","324","21869.35"
"SMNW.INBOUND","-33.7715354","151.0818982","325","21905.17"
"SMNW.INBOUND","-33.7716554","151.081907","326","21918.51"
"SMNW.INBOUND","-33.7717734","151.0819291","327","21931.75"
"SMNW.INBOUND","-33.7718662","151.0819488","328","21942.21"
"SMNW.INBOUND","-33.7719045","151.0819526","329","21946.47"
"SMNW.INBOUND","-33.771935","151.0819612","330","21949.95"
"SMNW.INBOUND","-33.7720262","151.0819826","331","21960.25"
"SMNW.INBOUND","-33.7720581","151.0819919","332","21963.9"
"SMNW.INBOUND","-33.7720823","151.0820001","333","21966.68"
